"Weapon ID","Enum Name","Model ID","Model Name","Sort ID","Weapon Name"
"08100079","W_GreatSword_121","08100026","G_Swd079","234","King Teostra Blade"
"0810007A","W_GreatSword_122","08100027","G_Swd080","237","Grand Shamshir I"
"0810007B","W_GreatSword_123","08100027","G_Swd080","238","Foreboding Shamshir"
"0810007C","W_GreatSword_124","08100028","G_Swd081","216","Demon Rod I"
"0810007D","W_GreatSword_125","08100028","G_Swd081","217","Demon Rod II"
"0810007E","W_GreatSword_126","08100028","G_Swd081","218","Great Demon Rod"
"0810007F","W_GreatSword_127","0810001C","G_Swd067","174","Hack Blade I"
"08100080","W_GreatSword_128","0810001C","G_Swd067","175","Hack Blade II"
"08100081","W_GreatSword_129","0810001C","G_Swd067","176","Jaggi Greatblade"
"08100082","W_GreatSword_130","0810002C","G_Swd086","278","Rampage Cleaver IV"
"08100083","W_GreatSword_131","0810002C","G_Swd086","279","Rampage Cleaver V"
"08100084","W_GreatSword_132","0810002E","G_Swd088","1","Defender Great Sword I"
"08100085","W_GreatSword_133","0810002E","G_Swd088","2","Champion Great Sword"
"0810012C","W_GreatSword_300","0810002F","G_Swd100","12","Kamura Warrior Cleaver"
"0810012D","W_GreatSword_301","0810002F","G_Swd100","13","Kamura Warrior Cleaver+"
"0810012E","W_GreatSword_302","0810002F","G_Swd100","14","Fine Kamura Cleaver"
"0810012F","W_GreatSword_303","08100011","G_Swd056","21","Abominable Snowblade"
"08100130","W_GreatSword_304","08100011","G_Swd056","22","Abominable Snowblade+"
"08100131","W_GreatSword_305","08100011","G_Swd056","23","Abominable Frostblade"
"08100132","W_GreatSword_306","08100023","G_Swd075","27","Akanesasu+"
"08100133","W_GreatSword_307","08100023","G_Swd075","28","Akanesasu Divider"
"08100134","W_GreatSword_308","08100023","G_Swd075","29","Akanesasu Divider+"
"08100135","W_GreatSword_309","08100039","G_Swd110","30","Pure Sword Omurasaki"
"08100139","W_GreatSword_313","0810001E","G_Swd069","37","Carapace Buster"
"0810013A","W_GreatSword_314","0810001E","G_Swd069","38","Carapace Buster+"
"0810013B","W_GreatSword_315","0810001E","G_Swd069","39","Barroth Smasher"
"0810013C","W_GreatSword_316","08100004","G_Swd015","43","Tigrex Great Sword+"
"0810013D","W_GreatSword_317","08100004","G_Swd015","44","Tigrex Supreme Sword"
"0810013E","W_GreatSword_318","08100004","G_Swd015","45","Tigrex Supreme Sword+"
"0810013F","W_GreatSword_319","0810001F","G_Swd070","49","Khezu Shock Blade+"
"08100140","W_GreatSword_320","0810001F","G_Swd070","50","Khezu Shock Full"
"08100141","W_GreatSword_321","0810001F","G_Swd070","51","Khezu Shock Full+"
"08100142","W_GreatSword_322","0810000C","G_Swd051","55","Snapper Blade+"
"08100143","W_GreatSword_323","0810000C","G_Swd051","56","Blower's Blade"
"08100144","W_GreatSword_324","08100020","G_Swd071","60","Poison Serpentblade+"
"08100145","W_GreatSword_325","08100020","G_Swd071","61","Snakesmaw"
"08100146","W_GreatSword_326","08100022","G_Swd074","65","Gloom of Night"
"08100147","W_GreatSword_327","08100022","G_Swd074","66","Gloom of Night+"
"08100148","W_GreatSword_328","08100022","G_Swd074","67","Avidya Great Sword"
"08100149","W_GreatSword_329","0810000F","G_Swd054","72","Illusory Frilled Blade+"
"0810014A","W_GreatSword_330","0810000F","G_Swd054","73","Nightmare Frilled Blade"
"0810014B","W_GreatSword_331","0810000F","G_Swd054","74","Nightmare Frilled Blade+"
"0810014C","W_GreatSword_332","0810003B","G_Swd112","75","Bloom Snow Blade"
"0810014D","W_GreatSword_333","0810003B","G_Swd112","76","Bloom Snow Blade+"
"0810014E","W_GreatSword_334","0810003B","G_Swd112","77","Flicker Blizzard Blade"
"0810014F","W_GreatSword_335","08100015","G_Swd060","84","Chrome Hell"
"08100150","W_GreatSword_336","08100015","G_Swd060","85","Chrome Hell+"
"08100151","W_GreatSword_337","08100015","G_Swd060","86","Chrome Heaven"
"08100152","W_GreatSword_338","08100038","G_Swd109","87","Astalos Crashblade"
"08100153","W_GreatSword_339","08100038","G_Swd109","88","Astalos Crashblade+"
"08100154","W_GreatSword_340","08100038","G_Swd109","89","Astalos Arcblade"
"08100155","W_GreatSword_341","08100017","G_Swd062","93","Inferno Goat"
"08100156","W_GreatSword_342","08100017","G_Swd062","94","Inferno Goat+"
"08100157","W_GreatSword_343","08100017","G_Swd062","95","Blood Baph"
"08100158","W_GreatSword_344","0810000A","G_Swd030","99","Datura Cleaver+"
"08100159","W_GreatSword_345","0810000A","G_Swd030","100","Datura Slasher"
"0810015A","W_GreatSword_346","0810000A","G_Swd030","101","Datura Slasher+"
"0810015B","W_GreatSword_347","08100003","G_Swd011","105","Glaciator"
"0810015C","W_GreatSword_348","08100003","G_Swd011","106","Glaciator+"
"0810015D","W_GreatSword_349","08100003","G_Swd011","107","Blizzard Biter"
"0810015E","W_GreatSword_350","0810003D","G_Swd114","108","Sword of Winter Moon"
"0810015F","W_GreatSword_351","0810003D","G_Swd114","109","Sword of Winter Moon+"
"08100160","W_GreatSword_352","0810003D","G_Swd114","110","Vadel Frostedge"
"08100161","W_GreatSword_353","0810000D","G_Swd052","114","Dawnmoon Cleaver"
"08100162","W_GreatSword_354","0810000D","G_Swd052","115","Dawnmoon Cleaver+"
"08100163","W_GreatSword_355","0810000D","G_Swd052","116","Dawnmoon Hopebeam"
"08100164","W_GreatSword_356","0810000E","G_Swd053","120","Tetranadon Cutter+"
"08100165","W_GreatSword_357","0810000E","G_Swd053","121","True Tetranadon Cutter"
"08100166","W_GreatSword_358","0810000E","G_Swd053","122","True Tetranadon Cutter+"
"08100167","W_GreatSword_359","08100009","G_Swd028","129","Great Wyvern Fang+"
"08100168","W_GreatSword_360","08100009","G_Swd028","130","Wyvern Gnasher"
"08100169","W_GreatSword_361","08100009","G_Swd028","131","Wyvern Gnasher+"
"0810016A","W_GreatSword_362","08100031","G_Swd102","132","Red Pincer"
"0810016B","W_GreatSword_363","08100031","G_Swd102","133","Red Pincer+"
"0810016C","W_GreatSword_364","08100031","G_Swd102","134","Great Pincer"
"0810016D","W_GreatSword_365","08100032","G_Swd103","135","Ceanataur Blade"
"0810016E","W_GreatSword_366","08100032","G_Swd103","136","Ceanataur Blade+"
"0810016F","W_GreatSword_367","08100032","G_Swd103","137","Killer's Scythe"
"08100170","W_GreatSword_368","08100007","G_Swd026","140","Blade of Talos+"
"08100171","W_GreatSword_369","08100007","G_Swd026","141","Blade of Tartarus"
"08100172","W_GreatSword_370","08100007","G_Swd026","142","Blade of Tartarus+"
"08100173","W_GreatSword_371","08100037","G_Swd108","143","Cheda Blade"
"08100174","W_GreatSword_372","08100037","G_Swd108","144","Cheda Blade+"
"08100175","W_GreatSword_373","08100037","G_Swd108","145","Impudent Cheda"
"08100176","W_GreatSword_374","08100021","G_Swd072","149","Sieglinde+"
"08100177","W_GreatSword_375","08100021","G_Swd072","150","High Sieglinde"
"08100178","W_GreatSword_376","08100021","G_Swd072","151","High Sieglinde+"
"08100179","W_GreatSword_377","08100040","G_Swd117","152","Rosenbrett"
"0810017A","W_GreatSword_378","08100040","G_Swd117","153","Rosenbrett+"
"0810017B","W_GreatSword_379","08100040","G_Swd117","154","Rosenkraft"
"0810017C","W_GreatSword_380","0810002B","G_Swd085","159","Terracutter+"
"0810017D","W_GreatSword_381","0810002B","G_Swd085","160","Valtos Rapier"
"0810017E","W_GreatSword_382","0810002B","G_Swd085","161","Valtos Rapier+"
"0810017F","W_GreatSword_383","08100001","G_Swd003","165","Rathalos Firesword+"
"08100180","W_GreatSword_384","08100001","G_Swd003","166","Rathalos Shriekedge"
"08100181","W_GreatSword_385","08100025","G_Swd078","171","Feud Hornsword+"
"08100182","W_GreatSword_386","08100025","G_Swd078","172","Vendetta Hornsword"
"08100183","W_GreatSword_387","08100025","G_Swd078","173","Vendetta Hornsword+"
"08100184","W_GreatSword_388","0810001C","G_Swd067","177","Jaggi Greatblade+"
"08100185","W_GreatSword_389","0810001C","G_Swd067","178","Avallo Blade"
"08100186","W_GreatSword_390","08100002","G_Swd005","182","Gnashing Flammenzahn+"
"08100187","W_GreatSword_391","08100002","G_Swd005","183","Lohenzahn"
"08100188","W_GreatSword_392","08100002","G_Swd005","184","Lohenzahn+"
"08100189","W_GreatSword_393","08100024","G_Swd076","188","Despot's Blackstorm+"
"0810018A","W_GreatSword_394","08100024","G_Swd076","189","Oppressor's Forger"
"0810018B","W_GreatSword_395","0810001D","G_Swd068","193","Cataclysm Blade+"
"0810018C","W_GreatSword_396","0810001D","G_Swd068","194","Aquatic Cataclysm"
"0810018D","W_GreatSword_397","0810001D","G_Swd068","195","Aquatic Cataclysm+"
"0810018E","W_GreatSword_398","0810003E","G_Swd115","196","Golm Blade"
"0810018F","W_GreatSword_399","0810003E","G_Swd115","197","Golm Blade+"
"08100190","W_GreatSword_400","0810003E","G_Swd115","198","Great Gorgigas"
"08100191","W_GreatSword_401","0810001B","G_Swd066","202","Lagombi Charlotte+"
"08100192","W_GreatSword_402","0810001B","G_Swd066","203","Lagombi Decider"
"08100193","W_GreatSword_403","08100010","G_Swd055","207","Sinister Shadowblade+"
"08100194","W_GreatSword_404","08100010","G_Swd055","208","Mighty Soulquencher"
"08100195","W_GreatSword_405","0810003A","G_Swd111","209","Azure Blaze Great Sword"
"08100196","W_GreatSword_406","08100028","G_Swd081","219","Great Demon Rod+"
"08100197","W_GreatSword_407","08100028","G_Swd081","220","Great Demon Hot Rod"
"08100198","W_GreatSword_408","08100012","G_Swd057","225","Skysplit Hurricane"
"0810019A","W_GreatSword_410","08100013","G_Swd058","228","Skysplit Thunderstorm"
"0810019C","W_GreatSword_412","08100000","G_Swd001","231","Daora's Decimator+"
"0810019D","W_GreatSword_413","08100000","G_Swd001","232","Daora's Tughril Beg"
"0810019E","W_GreatSword_414","08100026","G_Swd079","235","King Teostra Blade+"
"0810019F","W_GreatSword_415","08100026","G_Swd079","236","Teostra del Sol"
"081001A0","W_GreatSword_416","08100027","G_Swd080","239","Foreboding Shamshir+"
"081001A1","W_GreatSword_417","08100027","G_Swd080","240","Dreaded Shamshir"
"081001A2","W_GreatSword_418","0810002A","G_Swd084","243","Crimson Vastwing"
"081001A3","W_GreatSword_419","08100035","G_Swd106","210","Schattenstolz"
"081001A4","W_GreatSword_420","08100035","G_Swd106","211","Schattenstolz+"
"081001A5","W_GreatSword_421","08100035","G_Swd106","212","Verhängnisstolz"
"081001A6","W_GreatSword_422","08100036","G_Swd107","213","L'Apothéose"
"081001A7","W_GreatSword_423","08100036","G_Swd107","214","L'Origine"
"081001A8","W_GreatSword_424","0810003F","G_Swd116","244","Abyssal Eruption"
"081001A9","W_GreatSword_425","08100033","G_Swd104","221","Demonlord Goldrod"
"081001AA","W_GreatSword_426","08100019","G_Swd064","250","Roguish Deathcap+"
"081001AB","W_GreatSword_427","08100019","G_Swd064","251","Lordly Deathcap"
"081001AC","W_GreatSword_428","08100029","G_Swd083","255","Soporific Shellblade+"
"081001AD","W_GreatSword_429","08100029","G_Swd083","256","Dreamdiver"
"081001AE","W_GreatSword_430","08100018","G_Swd063","260","Freezer Speartuna+"
"081001AF","W_GreatSword_431","08100018","G_Swd063","261","Xiphias Gladius"
"081001B0","W_GreatSword_432","0810002D","G_Swd087","265","Dragondance Parasol"
"081001B1","W_GreatSword_433","0810002D","G_Swd087","266","Dragondance Parasol+"
"081001B2","W_GreatSword_434","0810001A","G_Swd065","270","Cat's Curse+"
"081001B3","W_GreatSword_435","0810001A","G_Swd065","271","Cat's King"
"081001B4","W_GreatSword_436","08100042","G_Swd119","272","Royal Order's Great Sword"
"081001B6","W_GreatSword_438","08100042","G_Swd119","273","Royal Order's Great Sword+"
"081001B7","W_GreatSword_439","08100043","G_Swd120","274","Antique Machina GS"
"081001B8","W_GreatSword_440","0810003C","G_Swd113","15","Duke's Claymore"
"081001B9","W_GreatSword_441","0810003C","G_Swd113","16","Decapitator Schneiden"
"081001BA","W_GreatSword_442","08100041","G_Swd118","155","Kaktus Kraft"
"081001BB","W_GreatSword_443","08100030","G_Swd101","167","Rathalos Gleamsword"
"081001BD","W_GreatSword_445","08100034","G_Swd105","68","Merak's Asterism"
"081001C7","W_GreatSword_455","0810002E","G_Swd088","3","Champion Great Sword II"
"081001C8","W_GreatSword_456","0810002E","G_Swd088","4","Champion Great Sword III"
"081001C9","W_GreatSword_457","0810002E","G_Swd088","5","Guardian Great Sword"
"081001CD","W_GreatSword_461","08100044","G_Swd121","294","Lost Code: Asca"
"081001CE","W_GreatSword_462","08100046","G_Swd123","215","Anfang/Fin"
"081001CF","W_GreatSword_463","08100045","G_Swd122","295","Stuffed Rathalos"
"081001D0","W_GreatSword_464","08100047","G_Swd124","245","Winged Seraphyd"
"081001D1","W_GreatSword_465","08100048","G_Swd125","246","Roilcloud Sword"
"081001D2","W_GreatSword_466","08100049","G_Swd126","17","Silver Sunderer"
