"Weapon ID","Enum Name","Model ID","Model Name","Sort ID","Weapon Name"
"0860019B","W_SlashAxe_411","0860003B","S_Axe114","243","Bazelheart"
"0860019C","W_SlashAxe_412","0860000F","S_Axe056","238","Thunderclap"
"0860019E","W_SlashAxe_414","08600025","S_Axe080","246","Daora's Janah+"
"0860019F","W_SlashAxe_415","08600025","S_Axe080","247","Daora's Ajniha"
"086001A0","W_SlashAxe_416","08600000","S_Axe001","250","Teostra's Castle+"
"086001A1","W_SlashAxe_417","08600000","S_Axe001","251","Teostra's Hellebarde"
"086001A2","W_SlashAxe_418","08600026","S_Axe081","254","Balor's Mirage+"
"086001A3","W_SlashAxe_419","08600026","S_Axe081","255","Zariella's Phantasm"
"086001A4","W_SlashAxe_420","08600028","S_Axe084","258","Wing of Sanctity"
"086001A5","W_SlashAxe_421","08600033","S_Axe106","220","Eisenleib"
"086001A6","W_SlashAxe_422","08600033","S_Axe106","221","Eisenleib+"
"086001A7","W_SlashAxe_423","08600033","S_Axe106","222","Eisenherz"
"086001A8","W_SlashAxe_424","08600034","S_Axe107","223","La Guillotine"
"086001A9","W_SlashAxe_425","08600034","S_Axe107","224","La Conclusion"
"086001AA","W_SlashAxe_426","0860003F","S_Axe118","259","Abyssal Torrent"
"086001AB","W_SlashAxe_427","08600031","S_Axe104","231","Demonlord Edge"
"086001AC","W_SlashAxe_428","0860002A","S_Axe086","265","Blossom Fall"
"086001AE","W_SlashAxe_430","0860002A","S_Axe086","266","Full Bloom Axe"
"086001AF","W_SlashAxe_431","08600015","S_Axe062","270","Grimmige Katze+"
"086001B1","W_SlashAxe_433","08600015","S_Axe062","271","Felyne Fatality"
"086001B2","W_SlashAxe_434","08600016","S_Axe063","275","Hellish Edge+"
"086001B3","W_SlashAxe_435","08600016","S_Axe063","276","Calamitous Axe"
"086001B4","W_SlashAxe_436","08600029","S_Axe085","280","Schale Batis+"
"086001B5","W_SlashAxe_437","08600029","S_Axe085","281","Dreamcrusher"
"086001B6","W_SlashAxe_438","08600042","S_Axe121","282","Royal Order's Axe"
"086001B8","W_SlashAxe_440","08600042","S_Axe121","283","Royal Order's Axe+"
"086001B9","W_SlashAxe_441","08600043","S_Axe122","284","Antique Machina SA"
"086001BA","W_SlashAxe_442","08600041","S_Axe120","92","Kaktusprion"
"086001BB","W_SlashAxe_443","0860002F","S_Axe102","31","Rathsplicer"
"086001BC","W_SlashAxe_444","0860002E","S_Axe101","88","Golden Crescent"
"086001BE","W_SlashAxe_446","08600032","S_Axe105","186","Mizar's Asterism"
"086001C5","W_SlashAxe_453","08600001","S_Axe003","174","Axe of Gaia+"
"086001C6","W_SlashAxe_454","0860002C","S_Axe088","3","Champion Switch Axe II"
"086001C7","W_SlashAxe_455","0860002C","S_Axe088","4","Champion Switch Axe III"
"086001C8","W_SlashAxe_456","0860002C","S_Axe088","5","Guardian Switch Axe"
"086001C9","W_SlashAxe_457","0860003A","S_Axe113","121","Magma Switch+"
"086001CD","W_SlashAxe_461","08600044","S_Axe123","301","Lost Code: Labr"
"086001CE","W_SlashAxe_462","08600046","S_Axe125","225","Frevel/Sursis"
"086001CF","W_SlashAxe_463","08600045","S_Axe124","302","Stuffed Lunagaron"
"086001D0","W_SlashAxe_464","08600047","S_Axe126","260","Wicked Niddoq"
"086001D1","W_SlashAxe_465","08600048","S_Axe127","261","Cloudburst Axe"
"086001D2","W_SlashAxe_466","08600049","S_Axe128","17","Silver Slasher"
