File Path	Display Name	Category (Forward Slash Separated)	Tags (Comma Separated)	Platform Extension	Language Extension
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n01_n04.mpci	PointCloud_128_n01_n04.mpci	MPCI Files	PointCloud_128_n01_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n01_n05.mpci	PointCloud_128_n01_n05.mpci	MPCI Files	PointCloud_128_n01_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n01_p00.mpci	PointCloud_128_n01_p00.mpci	MPCI Files	PointCloud_128_n01_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n01_p01.mpci	PointCloud_128_n01_p01.mpci	MPCI Files	PointCloud_128_n01_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n01_p02.mpci	PointCloud_128_n01_p02.mpci	MPCI Files	PointCloud_128_n01_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n01_p03.mpci	PointCloud_128_n01_p03.mpci	MPCI Files	PointCloud_128_n01_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_n01.mpci	PointCloud_128_n02_n01.mpci	MPCI Files	PointCloud_128_n02_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_n02.mpci	PointCloud_128_n02_n02.mpci	MPCI Files	PointCloud_128_n02_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_n03.mpci	PointCloud_128_n02_n03.mpci	MPCI Files	PointCloud_128_n02_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_n04.mpci	PointCloud_128_n02_n04.mpci	MPCI Files	PointCloud_128_n02_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_n05.mpci	PointCloud_128_n02_n05.mpci	MPCI Files	PointCloud_128_n02_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_p00.mpci	PointCloud_128_n02_p00.mpci	MPCI Files	PointCloud_128_n02_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_p01.mpci	PointCloud_128_n02_p01.mpci	MPCI Files	PointCloud_128_n02_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_p02.mpci	PointCloud_128_n02_p02.mpci	MPCI Files	PointCloud_128_n02_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n02_p03.mpci	PointCloud_128_n02_p03.mpci	MPCI Files	PointCloud_128_n02_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_n01.mpci	PointCloud_128_n03_n01.mpci	MPCI Files	PointCloud_128_n03_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_n02.mpci	PointCloud_128_n03_n02.mpci	MPCI Files	PointCloud_128_n03_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_n03.mpci	PointCloud_128_n03_n03.mpci	MPCI Files	PointCloud_128_n03_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_n04.mpci	PointCloud_128_n03_n04.mpci	MPCI Files	PointCloud_128_n03_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_n05.mpci	PointCloud_128_n03_n05.mpci	MPCI Files	PointCloud_128_n03_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_p00.mpci	PointCloud_128_n03_p00.mpci	MPCI Files	PointCloud_128_n03_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_p01.mpci	PointCloud_128_n03_p01.mpci	MPCI Files	PointCloud_128_n03_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_p02.mpci	PointCloud_128_n03_p02.mpci	MPCI Files	PointCloud_128_n03_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n03_p03.mpci	PointCloud_128_n03_p03.mpci	MPCI Files	PointCloud_128_n03_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_n01.mpci	PointCloud_128_n04_n01.mpci	MPCI Files	PointCloud_128_n04_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_n02.mpci	PointCloud_128_n04_n02.mpci	MPCI Files	PointCloud_128_n04_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_n03.mpci	PointCloud_128_n04_n03.mpci	MPCI Files	PointCloud_128_n04_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_n04.mpci	PointCloud_128_n04_n04.mpci	MPCI Files	PointCloud_128_n04_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_n05.mpci	PointCloud_128_n04_n05.mpci	MPCI Files	PointCloud_128_n04_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_p00.mpci	PointCloud_128_n04_p00.mpci	MPCI Files	PointCloud_128_n04_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_p01.mpci	PointCloud_128_n04_p01.mpci	MPCI Files	PointCloud_128_n04_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_p02.mpci	PointCloud_128_n04_p02.mpci	MPCI Files	PointCloud_128_n04_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_n04_p03.mpci	PointCloud_128_n04_p03.mpci	MPCI Files	PointCloud_128_n04_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_n01.mpci	PointCloud_128_p00_n01.mpci	MPCI Files	PointCloud_128_p00_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_n02.mpci	PointCloud_128_p00_n02.mpci	MPCI Files	PointCloud_128_p00_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_n03.mpci	PointCloud_128_p00_n03.mpci	MPCI Files	PointCloud_128_p00_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_n04.mpci	PointCloud_128_p00_n04.mpci	MPCI Files	PointCloud_128_p00_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_n05.mpci	PointCloud_128_p00_n05.mpci	MPCI Files	PointCloud_128_p00_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_p00.mpci	PointCloud_128_p00_p00.mpci	MPCI Files	PointCloud_128_p00_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_p01.mpci	PointCloud_128_p00_p01.mpci	MPCI Files	PointCloud_128_p00_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_p02.mpci	PointCloud_128_p00_p02.mpci	MPCI Files	PointCloud_128_p00_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p00_p03.mpci	PointCloud_128_p00_p03.mpci	MPCI Files	PointCloud_128_p00_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_n01.mpci	PointCloud_128_p01_n01.mpci	MPCI Files	PointCloud_128_p01_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_n02.mpci	PointCloud_128_p01_n02.mpci	MPCI Files	PointCloud_128_p01_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_n03.mpci	PointCloud_128_p01_n03.mpci	MPCI Files	PointCloud_128_p01_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_n04.mpci	PointCloud_128_p01_n04.mpci	MPCI Files	PointCloud_128_p01_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_n05.mpci	PointCloud_128_p01_n05.mpci	MPCI Files	PointCloud_128_p01_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_p00.mpci	PointCloud_128_p01_p00.mpci	MPCI Files	PointCloud_128_p01_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_p01.mpci	PointCloud_128_p01_p01.mpci	MPCI Files	PointCloud_128_p01_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_p02.mpci	PointCloud_128_p01_p02.mpci	MPCI Files	PointCloud_128_p01_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p01_p03.mpci	PointCloud_128_p01_p03.mpci	MPCI Files	PointCloud_128_p01_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_n01.mpci	PointCloud_128_p02_n01.mpci	MPCI Files	PointCloud_128_p02_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_n02.mpci	PointCloud_128_p02_n02.mpci	MPCI Files	PointCloud_128_p02_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_n03.mpci	PointCloud_128_p02_n03.mpci	MPCI Files	PointCloud_128_p02_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_n04.mpci	PointCloud_128_p02_n04.mpci	MPCI Files	PointCloud_128_p02_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_n05.mpci	PointCloud_128_p02_n05.mpci	MPCI Files	PointCloud_128_p02_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_p00.mpci	PointCloud_128_p02_p00.mpci	MPCI Files	PointCloud_128_p02_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_p01.mpci	PointCloud_128_p02_p01.mpci	MPCI Files	PointCloud_128_p02_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_p02.mpci	PointCloud_128_p02_p02.mpci	MPCI Files	PointCloud_128_p02_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p02_p03.mpci	PointCloud_128_p02_p03.mpci	MPCI Files	PointCloud_128_p02_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_n01.mpci	PointCloud_128_p03_n01.mpci	MPCI Files	PointCloud_128_p03_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_n02.mpci	PointCloud_128_p03_n02.mpci	MPCI Files	PointCloud_128_p03_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_n03.mpci	PointCloud_128_p03_n03.mpci	MPCI Files	PointCloud_128_p03_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_n04.mpci	PointCloud_128_p03_n04.mpci	MPCI Files	PointCloud_128_p03_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_n05.mpci	PointCloud_128_p03_n05.mpci	MPCI Files	PointCloud_128_p03_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_p00.mpci	PointCloud_128_p03_p00.mpci	MPCI Files	PointCloud_128_p03_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_p01.mpci	PointCloud_128_p03_p01.mpci	MPCI Files	PointCloud_128_p03_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_p02.mpci	PointCloud_128_p03_p02.mpci	MPCI Files	PointCloud_128_p03_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p03_p03.mpci	PointCloud_128_p03_p03.mpci	MPCI Files	PointCloud_128_p03_p03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_n01.mpci	PointCloud_128_p04_n01.mpci	MPCI Files	PointCloud_128_p04_n01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_n02.mpci	PointCloud_128_p04_n02.mpci	MPCI Files	PointCloud_128_p04_n02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_n03.mpci	PointCloud_128_p04_n03.mpci	MPCI Files	PointCloud_128_p04_n03.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_n04.mpci	PointCloud_128_p04_n04.mpci	MPCI Files	PointCloud_128_p04_n04.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_n05.mpci	PointCloud_128_p04_n05.mpci	MPCI Files	PointCloud_128_p04_n05.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_p00.mpci	PointCloud_128_p04_p00.mpci	MPCI Files	PointCloud_128_p04_p00.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_p01.mpci	PointCloud_128_p04_p01.mpci	MPCI Files	PointCloud_128_p04_p01.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_p02.mpci	PointCloud_128_p04_p02.mpci	MPCI Files	PointCloud_128_p04_p02.mpci		
Art/Light/Light_GIPointCloud/AutoGen/st553/TreeAsset/GIPC_Fertility/PointCloud_128_p04_p03.mpci	PointCloud_128_p04_p03.mpci	MPCI Files	PointCloud_128_p04_p03.mpci		
Art/Model/Character/ch00/517/0000/ch00_517_0000.mdf2	ch00_517_0000.mdf2	NPC/Head	ch00_517_0000.mdf2		
Art/Model/Character/ch00/517/0000/ch00_517_0000.mesh	ch00_517_0000.mesh	NPC/Head	ch00_517_0000.mesh		
Art/Model/Character/ch00/CommonJntAssets/INGameJNTMap_ch517.jmap	INGameJNTMap_ch517.jmap	JMAP Files	INGameJNTMap_ch517.jmap		
Art/Model/Character/ch00/CommonJntAssets/face_Ch517_JNTMap.jmap	face_Ch517_JNTMap.jmap	JMAP Files	face_Ch517_JNTMap.jmap		
Art/Model/Character/ch00/CommonTextures/Paint/Paint_NPC_06_MSK4.tex	Paint_NPC_06_MSK4.tex	TEX Files	Paint_NPC_06_MSK4.tex		
Art/Model/Character/ch00/CommonTextures/Paint/Paint_NPC_07_MSK4.tex	Paint_NPC_07_MSK4.tex	TEX Files	Paint_NPC_07_MSK4.tex		
Art/Model/Character/ch01/500/0/003/ch01_500_0003.chain2	ch01_500_0003.chain2	NPC/Hair	ch01_500_0003.chain2		
Art/Model/Character/ch01/500/0/003/ch01_500_0003.mdf2	ch01_500_0003.mdf2	NPC/Hair	ch01_500_0003.mdf2		
Art/Model/Character/ch01/500/0/003/ch01_500_0003.mesh	ch01_500_0003.mesh	NPC/Hair	ch01_500_0003.mesh		
Art/Model/Character/ch01/500/0/003/textures/ch01_500_0003_ALBA.tex	ch01_500_0003_ALBA.tex	NPC/Hair	ch01_500_0003_ALBA.tex		
Art/Model/Character/ch01/500/0/003/textures/ch01_500_0003_NRRO.tex	ch01_500_0003_NRRO.tex	NPC/Hair	ch01_500_0003_NRRO.tex		
Art/Model/Character/ch01/510/0/002/ch01_510_0002.chain2	ch01_510_0002.chain2	NPC/Hair	ch01_510_0002.chain2		
Art/Model/Character/ch01/510/0/002/ch01_510_0002.mdf2	ch01_510_0002.mdf2	NPC/Hair	ch01_510_0002.mdf2		
Art/Model/Character/ch01/510/0/002/ch01_510_0002.mesh	ch01_510_0002.mesh	NPC/Hair	ch01_510_0002.mesh		
Art/Model/Character/ch01/510/0/002/textures/ch01_510_0002_FM_MSK3.tex	ch01_510_0002_FM_MSK3.tex	NPC/Hair	ch01_510_0002_FM_MSK3.tex		
Art/Model/Character/ch01/510/0/002/textures/ch01_510_0002_NRRO.tex	ch01_510_0002_NRRO.tex	NPC/Hair	ch01_510_0002_NRRO.tex		
Art/Model/Character/ch02/027/300/1/ch02_027_3001.clsp	Nu Udra Arms (M-M) (Collision Shape)	Armors/Male/Arms	ch02_027_3001.clsp		
Art/Model/Character/ch02/027/300/1/ch02_027_3001.mdf2	Nu Udra Arms (M-M) (Material Data)	Armors/Male/Arms	ch02_027_3001.mdf2		
Art/Model/Character/ch02/027/300/1/ch02_027_3001.mesh	Nu Udra Arms (M-M)	Armors/Male/Arms	ch02_027_3001.mesh		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_ALBD.tex	ch02_027_3001_ALBD.tex	Armors/Male	ch02_027_3001_ALBD.tex		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_ATOS.tex	ch02_027_3001_ATOS.tex	Armors/Male	ch02_027_3001_ATOS.tex		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_BAM.tex	ch02_027_3001_BAM.tex	Armors/Male	ch02_027_3001_BAM.tex		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_ColL_MSK4.tex	ch02_027_3001_ColL_MSK4.tex	Armors/Male	ch02_027_3001_ColL_MSK4.tex		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_EMI.tex	ch02_027_3001_EMI.tex	Armors/Male	ch02_027_3001_EMI.tex		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_FX_MSK4.tex	ch02_027_3001_FX_MSK4.tex	Armors/Male	ch02_027_3001_FX_MSK4.tex		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_NRRO.tex	ch02_027_3001_NRRO.tex	Armors/Male	ch02_027_3001_NRRO.tex		
Art/Model/Character/ch02/027/300/1/textures/ch02_027_3001_VE_MSK3.tex	ch02_027_3001_VE_MSK3.tex	Armors/Male	ch02_027_3001_VE_MSK3.tex		
