File Path	Display Name	Category (Forward Slash Separated)	Tags (Comma Separated)	Platform Extension	Language Extension
Art/Model/Item/it00/00/0019/it0000_0019_0.mesh	Jin Dhavaar	Weapons/Great Sword	it0000_0019_0.mesh,Precipice Metallam		
Art/Model/Item/it00/00/0020/it0000_0020_0.chain2	Nihil Great Sword (Chain Physics)	Weapons/Great Sword	it0000_0020_0.chain2,Nihil Great Sword II,Prinvrilos Dissolution		
Art/Model/Item/it00/00/0020/it0000_0020_0.mesh	Nihil Great Sword	Weapons/Great Sword	it0000_0020_0.mesh,Nihil Great Sword II,Prinvrilos Dissolution		
Art/Model/Item/it00/00/0023/it0000_0023_0.chain2	Paretic Blade (Chain Physics)	Weapons/Great Sword	it0000_0023_0.chain2,Paretic Blade II,Paretic Blade III,Paretic Blade IV,Destructive Torpor		
Art/Model/Item/it00/00/0023/it0000_0023_0.mesh	Paretic Blade	Weapons/Great Sword	it0000_0023_0.mesh,Paretic Blade II,Paretic Blade III,Paretic Blade IV,Destructive Torpor		
Art/Model/Item/it00/00/0024/it0000_0024_0.chain2	Veldian Gladius (Chain Physics)	Weapons/Great Sword	it0000_0024_0.chain2,Stalwart Lamorak		
Art/Model/Item/it00/00/0024/it0000_0024_0.mesh	Veldian Gladius	Weapons/Great Sword	it0000_0024_0.mesh,Stalwart Lamorak		
Art/Model/Item/it00/00/0027/it0000_0027_0.chain2	Frozen Speartuna (Chain Physics)	Weapons/Great Sword	it0000_0027_0.chain2,Frozen Speartuna II,Freezer Speartuna		
Art/Model/Item/it00/00/0027/it0000_0027_0.mesh	Frozen Speartuna	Weapons/Great Sword	it0000_0027_0.mesh,Frozen Speartuna II,Freezer Speartuna		
Art/Model/Item/it00/01/0002/it0001_0002_0.mesh	Bone Blade	Weapons/Great Sword	it0001_0002_0.mesh,Bone Blade II,Bone Blade III,Bone Blade IV,Bone Slasher		
Art/Model/Item/it00/01/0004/it0001_0004_0.mesh	Buster Sword	Weapons/Great Sword	it0001_0004_0.mesh,Buster Sword II,Buster Sword III		
Art/Model/Item/it00/01/0006/it0001_0006_0.mesh	Ravager Blade	Weapons/Great Sword	it0001_0006_0.mesh		
Art/Model/Item/it00/10/0000/it0010_0000_0.mesh	Albirath Wing	Weapons/Great Sword	it0010_0000_0.mesh,Albirath Wing II,Whitefire Rathguard		
Art/Model/Item/it00/10/0001/it0010_0001_0.chain2	Dosha Grimslayer (Chain Physics)	Weapons/Great Sword	it0010_0001_0.chain2,Dosha Grimslayer II,Grimslayer Urgeom		
Art/Model/Item/it00/10/0001/it0010_0001_0.mesh	Dosha Grimslayer	Weapons/Great Sword	it0010_0001_0.mesh,Dosha Grimslayer II,Grimslayer Urgeom		
Art/Model/Item/it00/10/0002/it0010_0002_0.chain2	Smiting Fulgur (Chain Physics)	Weapons/Great Sword	it0010_0002_0.chain2,Fulgurcleaver Guardiana		
Art/Model/Item/it00/10/0002/it0010_0002_0.mesh	Smiting Fulgur	Weapons/Great Sword	it0010_0002_0.mesh,Fulgurcleaver Guardiana		
Art/Model/Item/it00/10/0003/it0010_0003_0.mesh	Artian Blade	Weapons/Great Sword	it0010_0003_0.mesh,Artian Blade II,Varianza		
Art/Model/Item/it00/99/it0099_0000_0.chain2	Jawblade (Chain Physics)	Weapons/Great Sword	it0099_0000_0.chain2,Giant Jawblade		
Art/Model/Item/it01/00/0002/it0100_0002_0.chain2	Quematrice Cuchillo (Chain Physics)	Weapons/Sword and Shield	it0100_0002_0.chain2,Quematrice Cuchillo II,Quematrice Cuchillo III,Quematrice Cuchillo IV		
Art/Model/Item/it01/00/0002/it0100_0002_0.mesh	Quematrice Cuchillo	Weapons/Sword and Shield	it0100_0002_0.mesh,Quematrice Cuchillo II,Quematrice Cuchillo III,Quematrice Cuchillo IV		
Art/Model/Item/it01/00/0002/it0100_0002_1.chain2	Quematrice Cuchillo (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0002_1.chain2,Quematrice Cuchillo II,Quematrice Cuchillo III,Quematrice Cuchillo IV		
Art/Model/Item/it01/00/0002/it0100_0002_1.mesh	Quematrice Cuchillo (Shield)	Weapons/Sword and Shield	it0100_0002_1.mesh,Quematrice Cuchillo II,Quematrice Cuchillo III,Quematrice Cuchillo IV		
Art/Model/Item/it01/00/0003/it0100_0003_0.chain2	Firetrail Fornax (Chain Physics)	Weapons/Sword and Shield	it0100_0003_0.chain2		
Art/Model/Item/it01/00/0003/it0100_0003_0.mesh	Firetrail Fornax	Weapons/Sword and Shield	it0100_0003_0.mesh		
Art/Model/Item/it01/00/0003/it0100_0003_1.chain2	Firetrail Fornax (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0003_1.chain2		
Art/Model/Item/it01/00/0003/it0100_0003_1.mesh	Firetrail Fornax (Shield)	Weapons/Sword and Shield	it0100_0003_1.mesh		
Art/Model/Item/it01/00/0004/it0100_0004_0.mesh	Chata Club	Weapons/Sword and Shield	it0100_0004_0.mesh,Chata Club II,Chata Club III,Chata Club IV		
Art/Model/Item/it01/00/0004/it0100_0004_1.mesh	Chata Club (Shield)	Weapons/Sword and Shield	it0100_0004_1.mesh,Chata Club II,Chata Club III,Chata Club IV		
Art/Model/Item/it01/00/0005/it0100_0005_0.mesh	Shrouded Katalo	Weapons/Sword and Shield	it0100_0005_0.mesh		
Art/Model/Item/it01/00/0005/it0100_0005_1.mesh	Shrouded Katalo (Shield)	Weapons/Sword and Shield	it0100_0005_1.mesh		
Art/Model/Item/it01/00/0006/it0100_0006_0.mesh	Naab Sword 	Weapons/Sword and Shield	it0100_0006_0.mesh,Feral Fangs ,Naab Sword 		
Art/Model/Item/it01/00/0006/it0100_0006_1.mesh	Naab Sword (Shield)	Weapons/Sword and Shield	it0100_0006_1.mesh,Feral Fangs (Shield),Naab Sword (Shield)		
Art/Model/Item/it01/00/0007/it0100_0007_0.chain2	Hope Sword (Chain Physics)	Weapons/Sword and Shield	it0100_0007_0.chain2,Hope Sword II,Hope Sword III,Hope Sword IV,Hope Sword V,Esperanza Sword		
Art/Model/Item/it01/00/0007/it0100_0007_0.mesh	Hope Sword	Weapons/Sword and Shield	it0100_0007_0.mesh,Hope Sword II,Hope Sword III,Hope Sword IV,Hope Sword V,Esperanza Sword		
Art/Model/Item/it01/00/0007/it0100_0007_1.chain2	Hope Sword (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0007_1.chain2,Hope Sword II,Hope Sword III,Hope Sword IV,Hope Sword V,Esperanza Sword		
Art/Model/Item/it01/00/0007/it0100_0007_1.mesh	Hope Sword (Shield)	Weapons/Sword and Shield	it0100_0007_1.mesh,Hope Sword II,Hope Sword III,Hope Sword IV,Hope Sword V,Esperanza Sword		
Art/Model/Item/it01/00/0008/it0100_0008_0.mesh	Balahara Blade	Weapons/Sword and Shield	it0100_0008_0.mesh,Balahara Blade II,Balahara Blade III,Balahara Blade IV		
Art/Model/Item/it01/00/0008/it0100_0008_1.mesh	Balahara Blade (Shield)	Weapons/Sword and Shield	it0100_0008_1.mesh,Balahara Blade II,Balahara Blade III,Balahara Blade IV		
Art/Model/Item/it01/00/0009/it0100_0009_0.mesh	Sandsea Katduva	Weapons/Sword and Shield	it0100_0009_0.mesh		
Art/Model/Item/it01/00/0009/it0100_0009_1.mesh	Sandsea Katduva (Shield)	Weapons/Sword and Shield	it0100_0009_1.mesh		
Art/Model/Item/it01/00/0010/it0100_0010_0.mesh	Rey Kuara	Weapons/Sword and Shield	it0100_0010_0.mesh,Rey Kuara II,Rey Kuara III,Kuara Clairsword		
Art/Model/Item/it01/00/0010/it0100_0010_1.chain2	Rey Kuara (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0010_1.chain2,Rey Kuara II,Rey Kuara III,Kuara Clairsword		
Art/Model/Item/it01/00/0010/it0100_0010_1.mesh	Rey Kuara (Shield)	Weapons/Sword and Shield	it0100_0010_1.mesh,Rey Kuara II,Rey Kuara III,Kuara Clairsword		
Art/Model/Item/it01/00/0011/it0100_0011_0.mesh	Princess Rapier	Weapons/Sword and Shield	it0100_0011_0.mesh,Princess Rapier II,Queen Rapier		
Art/Model/Item/it01/00/0011/it0100_0011_1.mesh	Princess Rapier (Shield)	Weapons/Sword and Shield	it0100_0011_1.mesh,Princess Rapier II,Queen Rapier		
Art/Model/Item/it01/00/0012/it0100_0012_0.mesh	Heat Edge	Weapons/Sword and Shield	it0100_0012_0.mesh,Corona		
Art/Model/Item/it01/00/0012/it0100_0012_1.mesh	Heat Edge (Shield)	Weapons/Sword and Shield	it0100_0012_1.mesh,Corona		
Art/Model/Item/it01/00/0013/it0100_0013_0.mesh	Sucher-Ankh	Weapons/Sword and Shield	it0100_0013_0.mesh,Jäger-Ankh		
Art/Model/Item/it01/00/0013/it0100_0013_1.mesh	Sucher-Ankh (Shield)	Weapons/Sword and Shield	it0100_0013_1.mesh,Jäger-Ankh		
Art/Model/Item/it01/00/0014/it0100_0014_0.mesh	Scaly Sword	Weapons/Sword and Shield	it0100_0014_0.mesh,Scaly Sword II,Scaly Sword III,Nerskiller		
Art/Model/Item/it01/00/0014/it0100_0014_1.mesh	Scaly Sword (Shield)	Weapons/Sword and Shield	it0100_0014_1.mesh,Scaly Sword II,Scaly Sword III,Nerskiller		
Art/Model/Item/it01/00/0015/it0100_0015_0.mesh	Ajara Saber	Weapons/Sword and Shield	it0100_0015_0.mesh,Ajara Saber II,Ajara-Subinda		
Art/Model/Item/it01/00/0015/it0100_0015_1.mesh	Ajara Saber (Shield)	Weapons/Sword and Shield	it0100_0015_1.mesh,Ajara Saber II,Ajara-Subinda		
Art/Model/Item/it01/00/0016/it0100_0016_0.mesh	Venom's Pain	Weapons/Sword and Shield	it0100_0016_0.mesh,Venoms Pain II,Viperine Saber		
Art/Model/Item/it01/00/0016/it0100_0016_1.mesh	Venom's Pain (Shield)	Weapons/Sword and Shield	it0100_0016_1.mesh,Venoms Pain II,Viperine Saber		
Art/Model/Item/it01/00/0017/it0100_0017_0.mesh	Lagia Sword 	Weapons/Sword and Shield	it0100_0017_0.mesh,High Lagia Sword ,Lagia Sword 		
Art/Model/Item/it01/00/0017/it0100_0017_1.mesh	Lagia Sword (Shield)	Weapons/Sword and Shield	it0100_0017_1.mesh,High Lagia Sword (Shield),Lagia Sword (Shield)		
Art/Model/Item/it01/00/0019/it0100_0019_0.mesh	Gravios Syphos	Weapons/Sword and Shield	it0100_0019_0.mesh,Titans Armament		
Art/Model/Item/it01/00/0019/it0100_0019_1.mesh	Gravios Syphos (Shield)	Weapons/Sword and Shield	it0100_0019_1.mesh,Titans Armament		
Art/Model/Item/it01/00/0020/it0100_0020_0.mesh	Snow-white Jambiya	Weapons/Sword and Shield	it0100_0020_0.mesh,Snow Lion Jambiya		
Art/Model/Item/it01/00/0020/it0100_0020_1.chain2	Snow-white Jambiya (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0020_1.chain2,Snow Lion Jambiya		
Art/Model/Item/it01/00/0020/it0100_0020_1.mesh	Snow-white Jambiya (Shield)	Weapons/Sword and Shield	it0100_0020_1.mesh,Snow Lion Jambiya		
Art/Model/Item/it01/00/0022/it0100_0022_0.chain2	G. Veldian Mucro (Chain Physics)	Weapons/Sword and Shield	it0100_0022_0.chain2,G. Veldian Mucro II,G. Guiding Artorius		
Art/Model/Item/it01/00/0022/it0100_0022_0.mesh	G. Veldian Mucro	Weapons/Sword and Shield	it0100_0022_0.mesh,G. Veldian Mucro II,G. Guiding Artorius		
Art/Model/Item/it01/00/0022/it0100_0022_1.chain2	G. Veldian Mucro (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0022_1.chain2,G. Veldian Mucro II,G. Guiding Artorius		
Art/Model/Item/it01/00/0022/it0100_0022_1.mesh	G. Veldian Mucro (Shield)	Weapons/Sword and Shield	it0100_0022_1.mesh,G. Veldian Mucro II,G. Guiding Artorius		
Art/Model/Item/it01/00/0023/it0100_0023_0.chain2	Jin Dhaklab (Chain Physics)	Weapons/Sword and Shield	it0100_0023_0.chain2,Precipice Mateptro		
Art/Model/Item/it01/00/0023/it0100_0023_0.mesh	Jin Dhaklab	Weapons/Sword and Shield	it0100_0023_0.mesh,Precipice Mateptro		
Art/Model/Item/it01/00/0023/it0100_0023_1.mesh	Jin Dhaklab (Shield)	Weapons/Sword and Shield	it0100_0023_1.mesh,Precipice Mateptro		
Art/Model/Item/it01/00/0024/it0100_0024_0.mesh	Nihil Sword	Weapons/Sword and Shield	it0100_0024_0.mesh,Nihil Sword II,Cordayles Revocation		
Art/Model/Item/it01/00/0024/it0100_0024_1.chain2	Nihil Sword (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0024_1.chain2,Nihil Sword II,Cordayles Revocation		
Art/Model/Item/it01/00/0024/it0100_0024_1.mesh	Nihil Sword (Shield)	Weapons/Sword and Shield	it0100_0024_1.mesh,Nihil Sword II,Cordayles Revocation		
Art/Model/Item/it01/00/0027/it0100_0027_0.mesh	Barina Dague	Weapons/Sword and Shield	it0100_0027_0.mesh,Barina Dague II,Barina Dague III,Barina Dague IV		
Art/Model/Item/it01/00/0027/it0100_0027_1.chain2	Barina Dague (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0027_1.chain2,Barina Dague II,Barina Dague III,Barina Dague IV		
Art/Model/Item/it01/00/0027/it0100_0027_1.mesh	Barina Dague (Shield)	Weapons/Sword and Shield	it0100_0027_1.mesh,Barina Dague II,Barina Dague III,Barina Dague IV		
Art/Model/Item/it01/00/0028/it0100_0028_0.chain2	Veldian Mucro (Chain Physics)	Weapons/Sword and Shield	it0100_0028_0.chain2,Guiding Artorius		
Art/Model/Item/it01/00/0028/it0100_0028_0.mesh	Veldian Mucro	Weapons/Sword and Shield	it0100_0028_0.mesh,Guiding Artorius		
Art/Model/Item/it01/00/0028/it0100_0028_1.chain2	Veldian Mucro (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0028_1.chain2,Guiding Artorius		
Art/Model/Item/it01/00/0028/it0100_0028_1.mesh	Veldian Mucro (Shield)	Weapons/Sword and Shield	it0100_0028_1.mesh,Guiding Artorius		
Art/Model/Item/it01/00/0029/it0100_0029_0.chain2	Mining Pickaxe  (Chain Physics)	Weapons/Sword and Shield	it0100_0029_0.chain2,Digmore War Pick  (Chain Physics),Mining Pickaxe  (Chain Physics)		
Art/Model/Item/it01/00/0029/it0100_0029_0.mesh	Mining Pickaxe 	Weapons/Sword and Shield	it0100_0029_0.mesh,Digmore War Pick ,Mining Pickaxe 		
Art/Model/Item/it01/00/0029/it0100_0029_1.mesh	Mining Pickaxe (Shield)	Weapons/Sword and Shield	it0100_0029_1.mesh,Digmore War Pick (Shield),Mining Pickaxe (Shield)		
Art/Model/Item/it01/00/0033/it0100_0033_0.mesh	Lala Acanthopelm	Weapons/Sword and Shield	it0100_0033_0.mesh		
Art/Model/Item/it01/00/0033/it0100_0033_1.chain2	Lala Acanthopelm (Shield) (Chain Physics)	Weapons/Sword and Shield	it0100_0033_1.chain2		
Art/Model/Item/it01/00/0033/it0100_0033_1.mesh	Lala Acanthopelm (Shield)	Weapons/Sword and Shield	it0100_0033_1.mesh		
Art/Model/Item/it01/01/0001/it0101_0001_0.mesh	Bone Kukri	Weapons/Sword and Shield	it0101_0001_0.mesh,Bone Kukri II,Bone Kukri III,Bone Kukri IV,Chief Kukri		
Art/Model/Item/it01/01/0001/it0101_0001_1.mesh	Bone Kukri (Shield)	Weapons/Sword and Shield	it0101_0001_1.mesh,Bone Kukri II,Bone Kukri III,Bone Kukri IV,Chief Kukri		
Art/Model/Item/it01/01/0002/it0101_0002_0.mesh	Iron Beater	Weapons/Sword and Shield	it0101_0002_0.mesh,Iron Beater II,Iron Beater III,Smithys Pride		
Art/Model/Item/it01/01/0002/it0101_0002_1.mesh	Iron Beater (Shield)	Weapons/Sword and Shield	it0101_0002_1.mesh,Iron Beater II,Iron Beater III,Smithys Pride		
Art/Model/Item/it01/10/0000/it0110_0000_0.mesh	Albirath Edge	Weapons/Sword and Shield	it0110_0000_0.mesh,Albirath Edge II,Melting Point		
Art/Model/Item/it01/10/0000/it0110_0000_1.mesh	Albirath Edge (Shield)	Weapons/Sword and Shield	it0110_0000_1.mesh,Albirath Edge II,Melting Point		
Art/Model/Item/it01/10/0002/it0110_0002_0.mesh	Rending Fulgur	Weapons/Sword and Shield	it0110_0002_0.mesh,Fulgursword Guardiana		
Art/Model/Item/it01/10/0002/it0110_0002_1.chain2	Rending Fulgur (Shield) (Chain Physics)	Weapons/Sword and Shield	it0110_0002_1.chain2,Fulgursword Guardiana		
Art/Model/Item/it01/10/0002/it0110_0002_1.mesh	Rending Fulgur (Shield)	Weapons/Sword and Shield	it0110_0002_1.mesh,Fulgursword Guardiana		
Art/Model/Item/it01/10/0003/it0110_0003_0.mesh	Artian Sword	Weapons/Sword and Shield	it0110_0003_0.mesh,Artian Sword II,Verdoloto		
Art/Model/Item/it01/10/0003/it0110_0003_1.mesh	Artian Sword (Shield)	Weapons/Sword and Shield	it0110_0003_1.mesh,Artian Sword II,Verdoloto		
Art/Model/Item/it02/00/0000/it0200_0000_0.mesh	Zakun Twins (L)	Weapons/Dual Blades	it0200_0000_0.mesh,Terrible Twins (L),Zakun Twins (L)		
Art/Model/Item/it02/00/0000/it0200_0000_1.mesh	Zakun Twins (R)	Weapons/Dual Blades	it0200_0000_1.mesh,Terrible Twins (R),Zakun Twins (R)		
Art/Model/Item/it02/00/0002/it0200_0002_0.mesh	Guild Knight Sabers (L)	Weapons/Dual Blades	it0200_0002_0.mesh,Guild Knight Sabers II,Master Sabers		
Art/Model/Item/it02/00/0002/it0200_0002_1.mesh	Guild Knight Sabers (R)	Weapons/Dual Blades	it0200_0002_1.mesh,Guild Knight Sabers II,Master Sabers		
Art/Model/Item/it02/00/0003/it0200_0003_0.mesh	Quematrice Silexes (L)	Weapons/Dual Blades	it0200_0003_0.mesh,Quematrice Silexes II,Quematrice Silexes III,Quematrice Silexes IV		
Art/Model/Item/it02/00/0003/it0200_0003_1.mesh	Quematrice Silexes (R)	Weapons/Dual Blades	it0200_0003_1.mesh,Quematrice Silexes II,Quematrice Silexes III,Quematrice Silexes IV		
Art/Model/Item/it02/00/0004/it0200_0004_0.mesh	Firetrail Magnesiae (L)	Weapons/Dual Blades	it0200_0004_0.mesh		
Art/Model/Item/it02/00/0004/it0200_0004_1.mesh	Firetrail Magnesiae (R)	Weapons/Dual Blades	it0200_0004_1.mesh		
Art/Model/Item/it02/00/0005/it0200_0005_0.mesh	Barina Faucilles (L)	Weapons/Dual Blades	it0200_0005_0.mesh,Barina Faucilles II,Barina Faucilles III,Barina Faucilles IV		
Art/Model/Item/it02/00/0005/it0200_0005_1.mesh	Barina Faucilles (R)	Weapons/Dual Blades	it0200_0005_1.mesh,Barina Faucilles II,Barina Faucilles III,Barina Faucilles IV		
Art/Model/Item/it02/00/0006/it0200_0006_0.mesh	Lala Harpactirs (L)	Weapons/Dual Blades	it0200_0006_0.mesh		
Art/Model/Item/it02/00/0006/it0200_0006_1.mesh	Lala Harpactirs (R)	Weapons/Dual Blades	it0200_0006_1.mesh		
Art/Model/Item/it02/00/0007/it0200_0007_0.mesh	Pink Maracas (L)	Weapons/Dual Blades	it0200_0007_0.mesh,Pink Maracas II,Funky Maracas		
Art/Model/Item/it02/00/0007/it0200_0007_1.mesh	Pink Maracas (R)	Weapons/Dual Blades	it0200_0007_1.mesh,Pink Maracas II,Funky Maracas		
Art/Model/Item/it02/00/0008/it0200_0008_0.chain2	Dosha Fastflayers (L) (Chain Physics)	Weapons/Dual Blades	it0200_0008_0.chain2,Dosha Fastflayers II,Dosha Fastflayers III		
Art/Model/Item/it02/00/0008/it0200_0008_0.mesh	Dosha Fastflayers (L)	Weapons/Dual Blades	it0200_0008_0.mesh,Dosha Fastflayers II,Dosha Fastflayers III		
Art/Model/Item/it02/00/0008/it0200_0008_1.chain2	Dosha Fastflayers (R) (Chain Physics)	Weapons/Dual Blades	it0200_0008_1.chain2,Dosha Fastflayers II,Dosha Fastflayers III		
Art/Model/Item/it02/00/0008/it0200_0008_1.mesh	Dosha Fastflayers (R)	Weapons/Dual Blades	it0200_0008_1.mesh,Dosha Fastflayers II,Dosha Fastflayers III		
Art/Model/Item/it02/00/0009/it0200_0009_0.chain2	Fastflayers Jambastra (L) (Chain Physics)	Weapons/Dual Blades	it0200_0009_0.chain2		
Art/Model/Item/it02/00/0009/it0200_0009_0.mesh	Fastflayers Jambastra (L)	Weapons/Dual Blades	it0200_0009_0.mesh		
Art/Model/Item/it02/00/0009/it0200_0009_1.chain2	Fastflayers Jambastra (R) (Chain Physics)	Weapons/Dual Blades	it0200_0009_1.chain2		
Art/Model/Item/it02/00/0009/it0200_0009_1.mesh	Fastflayers Jambastra (R)	Weapons/Dual Blades	it0200_0009_1.mesh		
Art/Model/Item/it02/00/0010/it0200_0010_0.chain2	Uth Ngarpatu (L) (Chain Physics)	Weapons/Dual Blades	it0200_0010_0.chain2,Uth Ngarpatu II,Uth Ngarpatu III,Ngarpatu-of-the-Waves		
Art/Model/Item/it02/00/0010/it0200_0010_0.mesh	Uth Ngarpatu (L)	Weapons/Dual Blades	it0200_0010_0.mesh,Uth Ngarpatu II,Uth Ngarpatu III,Ngarpatu-of-the-Waves		
Art/Model/Item/it02/00/0010/it0200_0010_1.chain2	Uth Ngarpatu (R) (Chain Physics)	Weapons/Dual Blades	it0200_0010_1.chain2,Uth Ngarpatu II,Uth Ngarpatu III,Ngarpatu-of-the-Waves		
Art/Model/Item/it02/00/0010/it0200_0010_1.mesh	Uth Ngarpatu (R)	Weapons/Dual Blades	it0200_0010_1.mesh,Uth Ngarpatu II,Uth Ngarpatu III,Ngarpatu-of-the-Waves		
Art/Model/Item/it02/00/0011/it0200_0011_0.mesh	Twin Flames (L)	Weapons/Dual Blades	it0200_0011_0.mesh,Wyvern Lovers		
Art/Model/Item/it02/00/0011/it0200_0011_1.mesh	Twin Flames (R)	Weapons/Dual Blades	it0200_0011_1.mesh,Wyvern Lovers		
Art/Model/Item/it02/00/0012/it0200_0012_0.chain2	Fledderklauen (L) (Chain Physics)	Weapons/Dual Blades	it0200_0012_0.chain2,Hungerklauen		
Art/Model/Item/it02/00/0012/it0200_0012_0.mesh	Fledderklauen (L)	Weapons/Dual Blades	it0200_0012_0.mesh,Hungerklauen		
Art/Model/Item/it02/00/0012/it0200_0012_1.chain2	Fledderklauen (R) (Chain Physics)	Weapons/Dual Blades	it0200_0012_1.chain2,Hungerklauen		
Art/Model/Item/it02/00/0012/it0200_0012_1.mesh	Fledderklauen (R)	Weapons/Dual Blades	it0200_0012_1.mesh,Hungerklauen		
Art/Model/Item/it02/00/0013/it0200_0013_0.mesh	Ajara Twin Edges (L)	Weapons/Dual Blades	it0200_0013_0.mesh,Ajara Twin Edges II,Ajara-Panthaka		
Art/Model/Item/it02/00/0013/it0200_0013_1.mesh	Ajara Twin Edges (R)	Weapons/Dual Blades	it0200_0013_1.mesh,Ajara Twin Edges II,Ajara-Panthaka		
Art/Model/Item/it02/00/0015/it0200_0015_0.chain2	Kut-Ku Pair (L) (Chain Physics)	Weapons/Dual Blades	it0200_0015_0.chain2,Kut-Ku Pair II,Dual Kut-Ku		
Art/Model/Item/it02/00/0015/it0200_0015_0.mesh	Kut-Ku Pair (L)	Weapons/Dual Blades	it0200_0015_0.mesh,Kut-Ku Pair II,Dual Kut-Ku		
