,,,,,,,,,,,,,,,,,,,,,
1,Index,Type,Id,Name,Explain,SortId,Price,Rare,Attack,Defense,Critical,Attribute,AttributeValue,SubAttribute,SubAttributeValue,SlotLevel,SkillAndLevel,SharpnessValList,TakumiValList,ModelId,CustomModelId
12,72,SHORT_SWORD,ShortSword_022,Jäger-Ankh,An upgraded Sucher-Ankh.Its gaze compels the weak to flingthemselves into the abyss.,70,20000,8,210,0,20,DRAGON,20,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[50, 50, 90, 50, 30, 80, 0]","[50, 0, 0, 0]",13,0
13,25,SHORT_SWORD,ShortSword_026,Barina Dague I,"A sword & shield with a paralyticedge. Prey is easily corneredwith its graceful, yetrelentless attacks.",47,500,1,100,0,10,PARALYSE,10,NONE,0,"[0, 0, 0]",['Critical Draw: 1'],"[50, 40, 40, 70, 0, 0, 0]","[50, 0, 0, 0]",27,0
14,26,SHORT_SWORD,ShortSword_027,Barina Dague II,"A sword & shield with a paralyticedge. Prey is easily corneredwith its graceful, yetrelentless attacks.",48,1500,3,120,0,10,PARALYSE,12,NONE,0,"[0, 0, 0]","['Critical Draw: 1', 'Critical Status: 1']","[70, 40, 30, 110, 0, 0, 0]","[50, 0, 0, 0]",27,0
15,27,SHORT_SWORD,ShortSword_028,Barina Dague III,"A sword & shield with a paralyticedge. Prey is easily corneredwith its graceful, yetrelentless attacks.",49,4000,5,150,0,15,PARALYSE,15,NONE,0,"[2, 1, 0]","['Critical Draw: 1', 'Critical Status: 1']","[70, 40, 30, 100, 60, 0, 0]","[50, 0, 0, 0]",27,0
16,28,SHORT_SWORD,ShortSword_029,Barina Dague IV,"A sword & shield with a paralyticedge. Prey is easily corneredwith its graceful, yetrelentless attacks.",50,14000,7,180,0,15,PARALYSE,17,NONE,0,"[3, 2, 0]","['Critical Draw: 2', 'Critical Status: 1']","[70, 40, 30, 90, 60, 60, 0]","[50, 0, 0, 0]",27,0
17,29,SHORT_SWORD,ShortSword_030,Lala Acanthopelm,"An upgraded Barina Dague.Allured by its dance, audiencesabandon their freedom andembrace demise.",51,20000,8,200,0,15,PARALYSE,20,NONE,0,"[3, 2, 1]","['Critical Draw: 2', 'Critical Status: 1']","[70, 40, 30, 60, 40, 110, 0]","[50, 0, 0, 0]",33,0
18,20,SHORT_SWORD,ShortSword_034,Quematrice Cuchillo I,A Quematrice sword & shieldwith a replaceable blade—usefulwhen repeated ignitions mar itssurface.,24,500,1,100,0,5,FIRE,10,NONE,0,"[0, 0, 0]",['Offensive Guard: 1'],"[50, 70, 40, 40, 0, 0, 0]","[50, 0, 0, 0]",2,0
19,21,SHORT_SWORD,ShortSword_035,Quematrice Cuchillo II,A Quematrice sword & shieldwith a replaceable blade—usefulwhen repeated ignitions mar itssurface.,25,1500,3,140,0,5,FIRE,12,NONE,0,"[0, 0, 0]",['Offensive Guard: 2'],"[50, 80, 50, 70, 0, 0, 0]","[50, 0, 0, 0]",2,0
20,22,SHORT_SWORD,ShortSword_036,Quematrice Cuchillo III,A Quematrice sword & shieldwith a replaceable blade—usefulwhen repeated ignitions mar itssurface.,26,4000,5,170,0,5,FIRE,14,NONE,0,"[2, 1, 0]",['Offensive Guard: 2'],"[70, 80, 70, 50, 30, 0, 0]","[50, 0, 0, 0]",2,0
21,23,SHORT_SWORD,ShortSword_037,Quematrice Cuchillo IV,A Quematrice sword & shieldwith a replaceable blade—usefulwhen repeated ignitions mar itssurface.,27,14000,7,210,0,5,FIRE,16,NONE,0,"[3, 2, 0]",['Offensive Guard: 3'],"[70, 80, 70, 80, 50, 0, 0]","[50, 0, 0, 0]",2,0
22,24,SHORT_SWORD,ShortSword_038,Firetrail Fornax,"An upgraded Quematrice Cuchillo.Owners got what they asked for:hotter flurries, toastier carnage.",28,20000,8,240,0,5,FIRE,18,NONE,0,"[3, 2, 1]",['Offensive Guard: 3'],"[60, 70, 70, 80, 70, 0, 0]","[50, 0, 0, 0]",3,0
23,67,SHORT_SWORD,ShortSword_042,Gravios Syphos I,"A sword with blast properties.Hulking and white with rage,it looks like something out ofa volcano.",73,10000,6,210,30,-15,BLAST,19,NONE,0,"[2, 2, 0]",['Guard Up: 3'],"[90, 70, 80, 60, 0, 0, 0]","[30, 20, 0, 0]",19,0
24,68,SHORT_SWORD,ShortSword_043,Titan's Armament,"An upgraded Gravios Syphos. Eachstrike yields a blast, and the heavyshield affords absolute defense.",74,20000,8,240,30,-15,BLAST,25,NONE,0,"[3, 3, 1]",['Guard Up: 3'],"[80, 70, 70, 70, 60, 0, 0]","[50, 0, 0, 0]",19,0
25,11,SHORT_SWORD,ShortSword_047,Iron Beater I,"An iron sword & shield created bya young artisan. Crude—but likeits maker, it shows much promise.",9,800,2,120,0,0,NONE,0,NONE,0,"[0, 0, 0]",['Guard: 1'],"[20, 40, 90, 50, 0, 0, 0]","[50, 0, 0, 0]",10002,0
26,12,SHORT_SWORD,ShortSword_048,Iron Beater II,"An iron sword & shield created bya young artisan. Crude—but likeits maker, it shows much promise.",10,2600,4,160,0,0,NONE,0,NONE,0,"[1, 0, 0]",['Guard: 2'],"[20, 60, 90, 80, 0, 0, 0]","[50, 0, 0, 0]",10002,0
27,13,SHORT_SWORD,ShortSword_049,Iron Beater III,"An iron sword & shield created bya young artisan. Crude—but likeits maker, it shows much promise.",11,10000,6,190,0,0,NONE,0,NONE,0,"[2, 1, 0]",['Guard: 3'],"[20, 70, 90, 60, 60, 0, 0]","[50, 0, 0, 0]",10002,0
28,14,SHORT_SWORD,ShortSword_050,Smithy's Pride,"With a few flourishes at theforge, the crude Iron Beaterhas, like its maker, revealedstunning potential.",12,20000,8,220,0,0,NONE,0,NONE,0,"[3, 2, 1]",['Guard: 3'],"[20, 60, 90, 70, 50, 60, 0]","[50, 0, 0, 0]",10002,0
29,49,SHORT_SWORD,ShortSword_055,Jin Dhaklab I,A Jin Dahaad sword & shield.Layering blades to hone their frigidbite yielded this unusual shape.,13,14000,7,190,0,0,ICE,32,NONE,0,"[3, 2, 0]",['Guard: 3'],"[40, 40, 30, 100, 110, 30, 0]","[50, 0, 0, 0]",23,0
30,50,SHORT_SWORD,ShortSword_056,Precipice Mateptro,"An upgraded Jin Dhaklab. Its bladebanishes all warmth, leaving onlybitter cold that no life can endure.",14,20000,8,210,0,0,ICE,35,NONE,0,"[3, 2, 1]",['Guard: 3'],"[40, 40, 20, 80, 120, 50, 0]","[50, 0, 0, 0]",23,0
31,46,SHORT_SWORD,ShortSword_063,Albirath Edge I,"A Guardian Rathalos sword & shield.Like a blazing fire, their wielder'sspirit never abates.",6,2600,4,160,0,15,FIRE,12,NONE,0,"[1, 0, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 90, 60, 50, 0, 0, 0]","[50, 0, 0, 0]",100000,0
32,47,SHORT_SWORD,ShortSword_064,Albirath Edge II,"A Guardian Rathalos sword & shield.Like a blazing fire, their wielder'sspirit never abates.",7,10000,6,180,0,15,FIRE,17,NONE,0,"[2, 1, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 100, 50, 50, 50, 0, 0]","[20, 30, 0, 0]",100000,0
33,48,SHORT_SWORD,ShortSword_065,Melting Point,An upgraded Albirath Edge.A regal soul rests within itsimmaculate flood of power.,8,20000,8,210,0,15,FIRE,20,NONE,0,"[3, 2, 1]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 130, 50, 50, 40, 30, 0]","[50, 0, 0, 0]",100000,0
34,69,SHORT_SWORD,ShortSword_071,Heat Edge I,"A Rathalos sword & shield.The red of its blade, aglow withthe wyvern's fire, never goes dull.",67,10000,6,180,0,10,FIRE,21,NONE,0,"[2, 1, 0]",['Critical Boost: 3'],"[100, 70, 40, 30, 60, 0, 0]","[50, 0, 0, 0]",12,0
35,70,SHORT_SWORD,ShortSword_072,Corona,"The Heat Edge's enhanced form, awork that harnesses every bit of thematerials' latent incendiary power.",68,20000,8,200,0,10,FIRE,25,NONE,0,"[3, 2, 1]",['Critical Boost: 3'],"[100, 70, 50, 40, 40, 50, 0]","[50, 0, 0, 0]",12,0
36,60,SHORT_SWORD,ShortSword_076,Princess Rapier I,"Reassuringly efficient, thisRathian weapon is the latestin poison-based sword & shieldweaponry.",64,5000,5,160,0,15,POISON,12,NONE,0,"[2, 1, 0]","['Critical Status: 2', 'Poison Duration Up: 1']","[50, 70, 40, 90, 50, 0, 0]","[50, 0, 0, 0]",11,0
37,61,SHORT_SWORD,ShortSword_077,Princess Rapier II,"Reassuringly efficient, thisRathian weapon is the latestin poison-based sword & shieldweaponry.",65,14000,7,190,0,15,POISON,15,NONE,0,"[3, 2, 0]","['Critical Status: 3', 'Poison Duration Up: 1']","[40, 80, 40, 110, 30, 50, 0]","[50, 0, 0, 0]",11,0
38,62,SHORT_SWORD,ShortSword_078,Queen Rapier,The Princess Rapier's upgradedform. One strike from it isenough to bend the knees andwills of defiers.,66,20000,8,210,0,15,POISON,18,NONE,0,"[3, 2, 1]","['Critical Status: 3', 'Poison Duration Up: 1']","[40, 80, 30, 100, 30, 70, 0]","[50, 0, 0, 0]",11,0
39,39,SHORT_SWORD,ShortSword_081,Scaly Sword I,A finely carved Nerscylla clawgives this sword & shield'ssheet-thin blade surprisingdurability and bite.,52,1500,3,120,0,10,SLEEP,12,NONE,0,"[0, 0, 0]",['Guard: 2'],"[70, 40, 30, 110, 0, 0, 0]","[50, 0, 0, 0]",14,0
40,40,SHORT_SWORD,ShortSword_082,Scaly Sword II,A finely carved Nerscylla clawgives this sword & shield'ssheet-thin blade surprisingdurability and bite.,53,5000,5,150,0,15,SLEEP,15,NONE,0,"[2, 1, 0]",['Guard: 2'],"[70, 40, 30, 100, 60, 0, 0]","[50, 0, 0, 0]",14,0
41,41,SHORT_SWORD,ShortSword_083,Scaly Sword III,A finely carved Nerscylla clawgives this sword & shield'ssheet-thin blade surprisingdurability and bite.,54,14000,7,180,0,15,SLEEP,17,NONE,0,"[3, 2, 0]",['Guard: 3'],"[70, 40, 30, 90, 60, 60, 0]","[50, 0, 0, 0]",14,0
42,42,SHORT_SWORD,ShortSword_084,Nerskiller,An upgraded Scaly Sword.The pliant blade finds cracksin wyvern armor and cuts tothe flesh.,55,20000,8,200,0,15,SLEEP,20,NONE,0,"[3, 2, 1]",['Guard: 3'],"[70, 40, 30, 60, 40, 110, 0]","[50, 0, 0, 0]",14,0
43,30,SHORT_SWORD,ShortSword_089,Balahara Blade I,A Balahara sword & shield witha hardened edge designed toeffectively hack away at targets.,15,800,2,110,0,10,WATER,10,NONE,0,"[0, 0, 0]",['Offensive Guard: 1'],"[30, 30, 90, 50, 0, 0, 0]","[50, 0, 0, 0]",8,0
44,31,SHORT_SWORD,ShortSword_090,Balahara Blade II,A Balahara sword & shield witha hardened edge designed toeffectively hack away at targets.,16,2600,4,150,0,10,WATER,12,NONE,0,"[1, 0, 0]",['Offensive Guard: 2'],"[40, 30, 100, 80, 0, 0, 0]","[50, 0, 0, 0]",8,0
45,32,SHORT_SWORD,ShortSword_091,Balahara Blade III,A Balahara sword & shield witha hardened edge designed toeffectively hack away at targets.,17,5000,5,160,0,10,WATER,15,NONE,0,"[2, 1, 0]",['Offensive Guard: 2'],"[30, 30, 110, 90, 40, 0, 0]","[50, 0, 0, 0]",8,0
46,33,SHORT_SWORD,ShortSword_092,Balahara Blade IV,A Balahara sword & shield witha hardened edge designed toeffectively hack away at targets.,18,14000,7,190,0,10,WATER,17,NONE,0,"[3, 2, 0]",['Offensive Guard: 3'],"[30, 30, 110, 90, 70, 20, 0]","[50, 0, 0, 0]",8,0
47,34,SHORT_SWORD,ShortSword_093,Sandsea Katduva,"An upgraded Balahara Blade.When crossing the sands,warriors live and die bytheir choice of weapon.",19,20000,8,210,0,10,WATER,20,NONE,0,"[3, 2, 1]",['Offensive Guard: 3'],"[30, 30, 100, 80, 70, 40, 0]","[50, 0, 0, 0]",9,0
48,6,SHORT_SWORD,ShortSword_097,Bone Kukri I,An affordable sword & shield.Simplicity and reliableperformance make this afine pick for beginners.,39,500,1,110,0,0,NONE,0,NONE,0,"[0, 0, 0]",['Stamina Thief: 1'],"[50, 70, 80, 0, 0, 0, 0]","[40, 10, 0, 0]",10001,0
49,7,SHORT_SWORD,ShortSword_098,Bone Kukri II,An affordable sword & shield.Simplicity and reliableperformance make this afine pick for beginners.,40,800,2,130,0,0,NONE,0,NONE,0,"[0, 0, 0]","['Stamina Thief: 1', 'Attack Boost: 1']","[50, 40, 110, 0, 0, 0, 0]","[20, 30, 0, 0]",10001,0
50,8,SHORT_SWORD,ShortSword_099,Bone Kukri III,An affordable sword & shield.Simplicity and reliableperformance make this afine pick for beginners.,41,2600,4,170,0,0,NONE,0,NONE,0,"[1, 0, 0]","['Stamina Thief: 2', 'Attack Boost: 1']","[50, 60, 100, 40, 0, 0, 0]","[50, 0, 0, 0]",10001,0
51,9,SHORT_SWORD,ShortSword_100,Bone Kukri IV,An affordable sword & shield.Simplicity and reliableperformance make this afine pick for beginners.,42,10000,6,200,0,0,NONE,0,NONE,0,"[2, 1, 0]","['Stamina Thief: 3', 'Attack Boost: 1']","[50, 60, 80, 110, 0, 0, 0]","[50, 0, 0, 0]",10001,0
52,10,SHORT_SWORD,ShortSword_101,Chief Kukri,"An enhanced Bone Kukri. It'sbuilt to withstand extendedcombat, and is notably easyto find materials for.",43,20000,8,230,0,0,NONE,0,NONE,0,"[3, 2, 1]","['Stamina Thief: 3', 'Attack Boost: 1']","[50, 60, 60, 70, 110, 0, 0]","[50, 0, 0, 0]",10001,0
53,63,SHORT_SWORD,ShortSword_105,Rending Fulgur I,A Guardian Fulgur Anjanath sword& shield. Only one able to tameits brutality through reason canwield it.,62,10000,6,180,0,15,ELEC,21,NONE,0,"[2, 1, 0]",['Critical Element: 3'],"[40, 100, 100, 60, 0, 0, 0]","[10, 40, 0, 0]",100002,0
54,64,SHORT_SWORD,ShortSword_106,Fulgursword Guardiana,An upgraded Rending Fulgur.Its savage urges thwart reasonand will destroy an overeagerwielder.,63,20000,8,210,0,15,ELEC,25,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[40, 90, 120, 40, 60, 0, 0]","[0, 50, 0, 0]",100002,0
55,57,SHORT_SWORD,ShortSword_110,Venom's Pain I,A unique sword & shield thatuses the toxigenic organ ofa Gypceros to continuallycoat the blade.,59,4000,5,180,0,0,POISON,16,NONE,0,"[2, 1, 0]","['Punishing Draw: 2', 'Critical Draw: 1']","[90, 50, 90, 70, 0, 0, 0]","[50, 0, 0, 0]",16,0
56,58,SHORT_SWORD,ShortSword_111,Venom's Pain II,A unique sword & shield thatuses the toxigenic organ ofa Gypceros to continuallycoat the blade.,60,10000,6,200,0,0,POISON,19,NONE,0,"[2, 1, 0]","['Punishing Draw: 2', 'Critical Draw: 2']","[90, 50, 60, 60, 40, 0, 0]","[50, 0, 0, 0]",16,0
57,59,SHORT_SWORD,ShortSword_112,Viperine Saber,An upgraded Venom's Pain thatintegrates more toxigenicmaterials to inflict maximumagony on prey.,61,20000,8,230,0,0,POISON,25,NONE,0,"[3, 3, 1]","['Punishing Draw: 3', 'Critical Draw: 2']","[90, 50, 90, 60, 60, 0, 0]","[50, 0, 0, 0]",16,0
58,43,SHORT_SWORD,ShortSword_115,Ajara Saber I,"An Ajarakan sword & shield,designed to envelop the hands andprotect against fiery blowback.",44,1500,3,130,0,10,BLAST,12,NONE,0,"[0, 0, 0]",['Offensive Guard: 2'],"[50, 60, 70, 70, 0, 0, 0]","[50, 0, 0, 0]",15,0
59,44,SHORT_SWORD,ShortSword_116,Ajara Saber II,"An Ajarakan sword & shield,designed to envelop the hands andprotect against fiery blowback.",45,10000,6,180,0,10,BLAST,15,NONE,0,"[2, 1, 0]",['Offensive Guard: 3'],"[50, 60, 90, 40, 60, 0, 0]","[50, 0, 0, 0]",15,0
60,45,SHORT_SWORD,ShortSword_117,Ajara-Subinda,An upgraded Ajara Saber. It packsenough heat now to make the airshimmer and the earth blacken.,46,20000,8,210,0,10,BLAST,18,NONE,0,"[3, 2, 1]",['Offensive Guard: 3'],"[50, 60, 50, 90, 40, 60, 0]","[50, 0, 0, 0]",15,0
61,65,SHORT_SWORD,ShortSword_123,Snow-white Jambiya I,A Blangonga sword & shield.Its shape and thin coating offrost make it quick on the draw.,71,10000,6,200,0,-10,ICE,14,NONE,0,"[2, 1, 0]","['Critical Draw: 2', 'Offensive Guard: 1']","[50, 30, 90, 80, 50, 0, 0]","[50, 0, 0, 0]",20,0
62,66,SHORT_SWORD,ShortSword_124,Snow Lion Jambiya,"An upgraded Snow-white Jambiya.Show it the proper respect, and itsice will be yours to control.",72,20000,8,230,0,-10,ICE,18,NONE,0,"[3, 2, 1]","['Critical Draw: 2', 'Offensive Guard: 1']","[50, 30, 90, 80, 50, 50, 0]","[50, 0, 0, 0]",20,0
63,15,SHORT_SWORD,ShortSword_128,Chata Club I,A cudgel-like sword & shield thatuses the hard parts of a Chatacabra.Handles well on offense and defense.,29,500,1,110,15,0,NONE,0,NONE,0,"[0, 0, 0]",['Guard: 1'],"[50, 10, 110, 30, 0, 0, 0]","[50, 0, 0, 0]",4,0
64,16,SHORT_SWORD,ShortSword_129,Chata Club II,A cudgel-like sword & shield thatuses the hard parts of a Chatacabra.Handles well on offense and defense.,30,1500,3,150,15,0,NONE,0,NONE,0,"[0, 0, 0]",['Guard: 2'],"[80, 10, 120, 40, 0, 0, 0]","[50, 0, 0, 0]",4,0
65,17,SHORT_SWORD,ShortSword_130,Chata Club III,A cudgel-like sword & shield thatuses the hard parts of a Chatacabra.Handles well on offense and defense.,31,4000,5,180,15,0,NONE,0,NONE,0,"[2, 1, 0]",['Guard: 2'],"[70, 20, 110, 80, 20, 0, 0]","[50, 0, 0, 0]",4,0
66,18,SHORT_SWORD,ShortSword_131,Chata Club IV,A cudgel-like sword & shield thatuses the hard parts of a Chatacabra.Handles well on offense and defense.,32,14000,7,210,15,0,NONE,0,NONE,0,"[3, 2, 0]","['Guard: 2', 'Guard Up: 1']","[60, 10, 110, 110, 60, 0, 0]","[50, 0, 0, 0]",4,0
67,51,SHORT_SWORD,ShortSword_136,Nihil Sword I,"A Xu Wu sword & shield with apeculiar shape. Long ago, assassinsswore by such a weapon.",56,2600,4,160,0,0,WATER,12,NONE,0,"[1, 0, 0]",['Guard: 2'],"[20, 110, 40, 80, 0, 0, 0]","[50, 0, 0, 0]",24,0
68,52,SHORT_SWORD,ShortSword_137,Nihil Sword II,"A Xu Wu sword & shield with apeculiar shape. Long ago, assassinsswore by such a weapon.",57,10000,6,190,0,0,WATER,15,NONE,0,"[2, 1, 0]",['Guard: 3'],"[20, 110, 50, 60, 60, 0, 0]","[50, 0, 0, 0]",24,0
69,53,SHORT_SWORD,ShortSword_138,Cordayle's Revocation,"An upgraded Nihil Sword. If yousense its ominous edge trained onyou, you are already too late.",58,20000,8,220,0,0,WATER,18,NONE,0,"[3, 2, 1]",['Guard: 3'],"[20, 110, 50, 50, 40, 80, 0]","[50, 0, 0, 0]",24,0
70,54,SHORT_SWORD,ShortSword_144,G. Veldian Mucro I,"A sword & shield made fromGuardian spoils. When raised,they quicken the pulse and granta surge of power.",34,2600,4,170,0,-10,DRAGON,12,NONE,0,"[1, 1, 0]",['Guard: 2'],"[100, 30, 80, 40, 0, 0, 0]","[50, 0, 0, 0]",22,0
71,55,SHORT_SWORD,ShortSword_145,G. Veldian Mucro II,"A sword & shield made fromGuardian spoils. When raised,they quicken the pulse and granta surge of power.",35,10000,6,210,0,-10,DRAGON,15,NONE,0,"[2, 2, 0]",['Guard: 2'],"[100, 60, 80, 60, 0, 0, 0]","[10, 40, 0, 0]",22,0
72,56,SHORT_SWORD,ShortSword_146,G. Guiding Artorius,"An upgraded G. Veldian Mucro.Even alone, the victory of thisshield and sword is assured.",36,20000,8,240,0,-10,DRAGON,18,NONE,0,"[3, 3, 1]",['Guard: 2'],"[100, 70, 50, 70, 60, 0, 0]","[10, 40, 0, 0]",22,0
73,73,SHORT_SWORD,ShortSword_152,Veldian Mucro I,"An Arkveld sword & shield. Indays of yore, a knight usedtheir peerless might to leada kingdom.",37,14000,7,200,0,0,DRAGON,22,NONE,0,"[3, 2, 0]",['Guard: 3'],"[50, 70, 80, 70, 40, 40, 0]","[50, 0, 0, 0]",28,0
74,75,SHORT_SWORD,ShortSword_165,Artian Sword I,A weapon assembled fromunearthed fragments. Thesword & shield self-deployupon sensing danger.,100,40,6,170,0,5,NONE,23,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 40, 0, 0]","[20, 30, 0, 0]",100003,0
75,76,SHORT_SWORD,ShortSword_166,Artian Sword II,A weapon assembled fromunearthed fragments. Thesword & shield self-deployupon sensing danger.,101,100,7,180,0,5,NONE,23,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100003,0
76,77,SHORT_SWORD,ShortSword_167,Verdoloto,An ancient weapon with latentpotential. The truths of itsetchings are revealed only tothe restorer.,102,200,8,190,0,5,NONE,26,NONE,0,"[3, 3, 3]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100003,0
77,5,SHORT_SWORD,ShortSword_177,Esperanza Sword,A fully field-tested Hope Sword.It exists for one purpose: to smitedespair and reclaim tomorrow.,5,20000,8,210,0,0,NONE,0,NONE,0,"[3, 2, 1]","['Speed Sharpening: 2', 'Critical Eye: 2']","[50, 60, 50, 60, 40, 90, 0]","[50, 0, 0, 0]",7,0
78,19,SHORT_SWORD,ShortSword_178,Shrouded Katalo,An upgraded Chata Club withimproved sharpness and soliditythat dismantles anything it strikes.,33,20000,8,230,15,0,NONE,0,NONE,0,"[3, 2, 1]","['Guard: 3', 'Guard Up: 1']","[60, 10, 100, 90, 90, 0, 0]","[0, 50, 0, 0]",5,0
79,74,SHORT_SWORD,ShortSword_179,Guiding Artorius,"An upgraded Veldian Mucro.Known as the holy sword ofkings, this mighty weaponselects its own wielder.",38,20000,8,220,0,0,DRAGON,25,NONE,0,"[3, 2, 1]",['Guard: 3'],"[50, 50, 80, 60, 50, 60, 0]","[50, 0, 0, 0]",28,0
