,,,,,,,,,,,,,,,,,,,,,
1,Index,Type,Id,Name,Explain,SortId,Price,Rare,Attack,Defense,Critical,Attribute,AttributeValue,SubAttribute,SubAttributeValue,SlotLevel,SkillAndLevel,SharpnessValList,TakumiValList,ModelId,CustomModelId
21,21,HAMMER,Hammer_019,Balahara Hammer II,"A Balahara hammer.Clad in steel, this hulkingweapon can break throughthe most stubborn bedrock.",50,2600,4,150,0,10,WATER,20,NONE,0,"[1, 0, 0]",['Slugger: 2'],"[60, 30, 100, 60, 0, 0, 0]","[50, 0, 0, 0]",5,0
22,22,HAMMER,Hammer_020,Balahara Hammer III,"A Balahara hammer.Clad in steel, this hulkingweapon can break throughthe most stubborn bedrock.",51,5000,5,160,0,10,WATER,23,NONE,0,"[2, 1, 0]",['Slugger: 2'],"[50, 30, 110, 90, 20, 0, 0]","[50, 0, 0, 0]",5,0
23,23,HAMMER,Hammer_021,Balahara Hammer IV,"A Balahara hammer.Clad in steel, this hulkingweapon can break throughthe most stubborn bedrock.",52,14000,7,190,0,10,WATER,27,NONE,0,"[3, 2, 0]",['Slugger: 3'],"[40, 30, 110, 90, 70, 10, 0]","[50, 0, 0, 0]",5,0
24,24,HAMMER,Hammer_022,Sandsea Siamitiya,"An upgraded Balahara Hammer.Its impact shatters the earth'scrust, raising a cloud of dust.",53,20000,8,210,0,10,WATER,30,NONE,0,"[3, 2, 1]",['Slugger: 3'],"[40, 30, 100, 90, 70, 20, 0]","[50, 0, 0, 0]",6,0
25,25,HAMMER,Hammer_023,Rompo Wrecker I,A Rompopolo hammer. Its oddshape resembles medicalequipment from a time of plague.,15,1500,3,140,0,0,POISON,17,NONE,0,"[0, 0, 0]",['Focus: 2'],"[60, 60, 100, 30, 0, 0, 0]","[50, 0, 0, 0]",7,0
26,26,HAMMER,Hammer_024,Rompo Wrecker II,A Rompopolo hammer. Its oddshape resembles medicalequipment from a time of plague.,16,4000,5,170,0,0,POISON,24,NONE,0,"[2, 1, 0]",['Focus: 2'],"[50, 50, 100, 90, 10, 0, 0]","[50, 0, 0, 0]",7,0
27,27,HAMMER,Hammer_025,Rompo Wrecker III,A Rompopolo hammer. Its oddshape resembles medicalequipment from a time of plague.,17,14000,7,200,0,0,POISON,27,NONE,0,"[3, 2, 0]",['Focus: 3'],"[60, 50, 100, 30, 100, 10, 0]","[50, 0, 0, 0]",7,0
28,28,HAMMER,Hammer_026,Rompo Robustox,An upgraded Rompo Wrecker. Itgazes upon its victims with holloweyes as its lethal pecks fill themwith poison.,18,20000,8,220,0,0,POISON,30,NONE,0,"[3, 2, 1]",['Focus: 3'],"[50, 50, 100, 30, 100, 20, 0]","[50, 0, 0, 0]",7,0
29,29,HAMMER,Hammer_027,Cluster Hammer I,A sleek hammer that is worthyof the Nerscylla. It deploys aneedle-like protrusion whendrawn.,42,1500,3,120,0,10,SLEEP,15,NONE,0,"[0, 0, 0]","['Charge Master: 1', 'Focus: 1']","[70, 60, 30, 90, 0, 0, 0]","[50, 0, 0, 0]",10,0
30,30,HAMMER,Hammer_028,Cluster Hammer II,A sleek hammer that is worthyof the Nerscylla. It deploys aneedle-like protrusion whendrawn.,43,5000,5,150,0,15,SLEEP,21,NONE,0,"[2, 1, 0]","['Charge Master: 1', 'Focus: 1']","[70, 60, 30, 100, 40, 0, 0]","[50, 0, 0, 0]",10,0
31,31,HAMMER,Hammer_029,Cluster Hammer III,A sleek hammer that is worthyof the Nerscylla. It deploys aneedle-like protrusion whendrawn.,44,14000,7,180,0,15,SLEEP,27,NONE,0,"[3, 2, 0]","['Charge Master: 2', 'Focus: 1']","[70, 60, 30, 90, 60, 40, 0]","[50, 0, 0, 0]",10,0
32,32,HAMMER,Hammer_030,Nerscrapper,A Cluster Hammer upgrade.It is designed to crushcarapaces and gouge outflesh with each blow.,45,20000,8,200,0,15,SLEEP,30,NONE,0,"[3, 2, 1]","['Charge Master: 2', 'Focus: 1']","[70, 60, 30, 60, 40, 90, 0]","[50, 0, 0, 0]",10,0
33,33,HAMMER,Hammer_031,Nu Pulpo I,"A Nu Udra hammer with a hiddeneye. At full power, the eye opensto oversee its prey's demise.",39,2600,4,170,0,-15,FIRE,20,NONE,0,"[1, 0, 0]","['Protective Polish: 2', 'Speed Sharpening: 1']","[100, 20, 90, 40, 0, 0, 0]","[50, 0, 0, 0]",11,0
34,34,HAMMER,Hammer_032,Nu Pulpo II,"A Nu Udra hammer with a hiddeneye. At full power, the eye opensto oversee its prey's demise.",40,14000,7,210,0,-15,FIRE,27,NONE,0,"[3, 2, 0]","['Protective Polish: 2', 'Speed Sharpening: 2']","[100, 20, 110, 70, 50, 0, 0]","[50, 0, 0, 0]",11,0
35,35,HAMMER,Hammer_033,Abaddonian Pulpo,An upgraded Nu Pulpo. Anyprey that meets its hungry gazeis gripped by a fear that onlydeath can cure.,41,20000,8,230,0,-15,FIRE,30,NONE,0,"[3, 2, 1]","['Protective Polish: 3', 'Speed Sharpening: 2']","[100, 20, 110, 50, 50, 20, 0]","[50, 0, 0, 0]",11,0
36,36,HAMMER,Hammer_034,Albirath Bludgeon I,"A Guardian Rathalos hammer.Like a blazing fire, its wielder'sspirit never abates.",6,2600,4,160,0,15,FIRE,21,NONE,0,"[1, 0, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 100, 70, 30, 0, 0, 0]","[50, 0, 0, 0]",100000,0
37,37,HAMMER,Hammer_035,Albirath Bludgeon II,"A Guardian Rathalos hammer.Like a blazing fire, its wielder'sspirit never abates.",7,10000,6,180,0,15,FIRE,26,NONE,0,"[2, 1, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 120, 50, 50, 30, 0, 0]","[20, 30, 0, 0]",100000,0
38,38,HAMMER,Hammer_036,Gibil Hammer,An upgraded Albirath Bludgeon.A regal soul rests within itsimmaculate flood of power.,8,20000,8,210,0,15,FIRE,30,NONE,0,"[3, 2, 1]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 150, 50, 40, 40, 20, 0]","[50, 0, 0, 0]",100000,0
39,39,HAMMER,Hammer_037,Jin Dhauda I,A Jin Dahaad hammer. Its icyblows freeze all obstacles beforeshattering them to snowdust.,13,14000,7,190,0,0,ICE,47,NONE,0,"[3, 2, 0]",['Focus: 3'],"[40, 40, 50, 100, 110, 10, 0]","[50, 0, 0, 0]",21,0
40,40,HAMMER,Hammer_038,Precipice Logamtu,An upgraded Jin Dhauda. Its impactfreezes targets so fast they won'tfeel the pain of obliteration.,14,20000,8,210,0,0,ICE,50,NONE,0,"[3, 2, 1]",['Focus: 3'],"[40, 40, 40, 80, 120, 30, 0]","[50, 0, 0, 0]",21,0
41,41,HAMMER,Hammer_041,Nihil Hammer I,"A Xu Wu hammer that, with eachoppressive blow, banishes itstarget's consciousness to the void.",46,2600,4,160,0,0,WATER,16,NONE,0,"[1, 0, 0]",['Focus: 2'],"[20, 110, 60, 60, 0, 0, 0]","[50, 0, 0, 0]",22,0
42,42,HAMMER,Hammer_042,Nihil Hammer II,"A Xu Wu hammer that, with eachoppressive blow, banishes itstarget's consciousness to the void.",47,10000,6,190,0,0,WATER,21,NONE,0,"[2, 1, 0]",['Focus: 3'],"[20, 110, 70, 60, 40, 0, 0]","[50, 0, 0, 0]",22,0
43,43,HAMMER,Hammer_043,Zaccio's Execution,An upgraded Nihil Hammer.Those its gruesome blows hitcan only pray to retain somesemblance of form.,48,20000,8,220,0,0,WATER,25,NONE,0,"[3, 2, 1]",['Focus: 3'],"[20, 110, 50, 50, 60, 60, 0]","[50, 0, 0, 0]",22,0
44,44,HAMMER,Hammer_044,G. Veldian Malleus I,A hammer made from Guardianspoils. The aura of its designssharpens the mind and renderstime imperceptible.,29,2600,4,170,0,-10,DRAGON,16,NONE,0,"[1, 1, 0]",['Focus: 2'],"[100, 40, 90, 20, 0, 0, 0]","[50, 0, 0, 0]",19,0
45,45,HAMMER,Hammer_045,G. Veldian Malleus II,A hammer made from Guardianspoils. The aura of its designssharpens the mind and renderstime imperceptible.,30,10000,6,210,0,-10,DRAGON,21,NONE,0,"[2, 2, 0]",['Focus: 2'],"[100, 70, 90, 40, 0, 0, 0]","[10, 40, 0, 0]",19,0
46,46,HAMMER,Hammer_046,G. Exultant Bedivere,An upgraded G. Veldian Malleus.Whoever takes up this weapon isassured victories beyond number.,31,20000,8,240,0,-10,DRAGON,25,NONE,0,"[3, 3, 1]",['Focus: 2'],"[100, 80, 50, 80, 40, 0, 0]","[10, 40, 0, 0]",19,0
47,47,HAMMER,Hammer_049,Kut-Ku Pick I,This limited Yian Kut-Ku hammersold out the day it hit themarket and has been impossibleto find since.,54,4000,5,180,0,0,FIRE,41,NONE,0,"[2, 1, 0]",['Charge Master: 2'],"[100, 100, 60, 40, 0, 0, 0]","[20, 30, 0, 0]",13,0
48,48,HAMMER,Hammer_050,Kut-Ku Pick II,This limited Yian Kut-Ku hammersold out the day it hit themarket and has been impossibleto find since.,55,14000,7,210,0,0,FIRE,47,NONE,0,"[3, 2, 0]",['Charge Master: 3'],"[100, 120, 40, 70, 20, 0, 0]","[20, 30, 0, 0]",13,0
49,49,HAMMER,Hammer_051,Kut-Ku Thwap,An upgraded Kut-Ku Pick...Wait—one of these is up for grabs?!Grab it! People will go Kut-Ku!,56,20000,8,220,0,0,FIRE,50,NONE,0,"[3, 2, 1]",['Charge Master: 3'],"[110, 120, 30, 60, 30, 0, 0]","[10, 40, 0, 0]",13,0
50,50,HAMMER,Hammer_052,Venom Monster I,"A monstrous hammer, feared forutilizing a specially concoctedpoison that deviates from yourstandard virulence.",61,4000,5,180,0,0,POISON,31,NONE,0,"[2, 1, 0]","['Critical Draw: 1', 'Charge Up: 1']","[90, 50, 110, 50, 0, 0, 0]","[50, 0, 0, 0]",14,0
51,51,HAMMER,Hammer_053,Venom Monster II,"A monstrous hammer, feared forutilizing a specially concoctedpoison that deviates from yourstandard virulence.",62,10000,6,200,0,0,POISON,34,NONE,0,"[2, 1, 0]","['Critical Draw: 2', 'Charge Up: 1']","[90, 50, 80, 60, 20, 0, 0]","[50, 0, 0, 0]",14,0
52,52,HAMMER,Hammer_054,Death Venom Hammer,An upgraded Venom Monster.Laying hands on its poisonpromises certain death.,63,20000,8,230,0,0,POISON,40,NONE,0,"[3, 3, 1]","['Critical Draw: 3', 'Charge Up: 1']","[90, 50, 110, 60, 40, 0, 0]","[50, 0, 0, 0]",14,0
53,53,HAMMER,Hammer_055,Crashing Fulgur I,A Guardian Fulgur Anjanathhammer. Only one able to tameits brutality through reason canwield it.,64,10000,6,180,0,15,ELEC,39,NONE,0,"[2, 1, 0]",['Critical Element: 3'],"[40, 100, 120, 40, 0, 0, 0]","[10, 40, 0, 0]",100001,0
54,54,HAMMER,Hammer_056,Fulgurhammer Guardiana,An upgraded Crashing Fulgur.Its savage urges thwart reason and will destroy an overeager wielder.,65,20000,8,210,0,15,ELEC,45,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[40, 90, 120, 60, 40, 0, 0]","[0, 50, 0, 0]",100001,0
55,55,HAMMER,Hammer_057,Blan Gada I,A Blangonga hammer.Modeled after one wielded bya simian god who commandedintense worship.,66,10000,6,200,0,-10,ICE,21,NONE,0,"[2, 1, 0]",['Slugger: 3'],"[50, 30, 110, 80, 30, 0, 0]","[50, 0, 0, 0]",17,0
56,56,HAMMER,Hammer_058,Singha Gada,"A colder, enhanced Blan Gada.Grants the strength of a simiangod who plucked mountains fromthe earth.",67,20000,8,230,0,-10,ICE,25,NONE,0,"[3, 2, 1]",['Slugger: 3'],"[50, 30, 110, 80, 50, 30, 0]","[50, 0, 0, 0]",17,0
57,57,HAMMER,Hammer_059,Shell Hammer I,A hammer that leverages itshighly heat-resistant Graviosplating to generate a blastwith each swing.,68,10000,6,210,30,-20,BLAST,34,NONE,0,"[2, 1, 0]",['Charge Master: 3'],"[110, 70, 80, 40, 0, 0, 0]","[30, 20, 0, 0]",16,0
58,58,HAMMER,Hammer_060,Graviton Hammer,A weapon to shatter space and time;a weapon to destroy life itself.Such is the upgraded Shell Hammer.,69,20000,8,250,30,-20,BLAST,40,NONE,0,"[3, 2, 1]",['Charge Master: 3'],"[100, 70, 70, 70, 40, 0, 0]","[50, 0, 0, 0]",26,0
59,59,HAMMER,Hammer_063,Red Bludgeon I,"A Rathalos hammer, literally.Only hunters who have shed theirfear of the wyvern may take it up.",57,10000,6,180,0,10,FIRE,34,NONE,0,"[2, 1, 0]",['Critical Boost: 3'],"[100, 70, 50, 40, 40, 0, 0]","[50, 0, 0, 0]",8,0
60,60,HAMMER,Hammer_064,Huracan Hammer,"An upgraded Red Bludgeon.Blistering hot, it now bristles atthe thought of heeding any master.",58,20000,8,200,0,10,FIRE,40,NONE,0,"[3, 2, 1]",['Critical Boost: 3'],"[100, 70, 50, 40, 60, 30, 0]","[50, 0, 0, 0]",8,0
61,61,HAMMER,Hammer_065,Wuchtblick I,"A Gore Magala hammer shaped like agrotesque skull, its evil eyedamned to stay closed for all time.",59,14000,7,180,0,20,DRAGON,27,NONE,0,"[3, 2, 0]",['Critical Element: 3'],"[50, 70, 80, 70, 50, 30, 0]","[50, 0, 0, 0]",9,0
62,62,HAMMER,Hammer_066,Grimmblick,"The Wuchtblick's next evolution.Its evil eye widens, commencing theworld's return to nothingness...",60,20000,8,210,0,20,DRAGON,30,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[50, 50, 80, 60, 50, 60, 0]","[50, 0, 0, 0]",9,0
63,63,HAMMER,Hammer_067,Veldian Malleus I,"An Arkveld hammer. In the handsof its knight wielder, it struckblows with tenfold ferocity.",32,14000,7,200,0,0,DRAGON,32,NONE,0,"[3, 2, 0]",['Focus: 3'],"[50, 50, 50, 80, 100, 20, 0]","[50, 0, 0, 0]",25,0
64,65,HAMMER,Hammer_068,Jail Hammer I,A unique hammer design thatutilizes Thunderbug dischargesto shock and paralyze monsters.,19,500,1,100,0,0,PARALYSE,15,NONE,0,"[0, 0, 0]",['Stamina Thief: 1'],"[60, 60, 50, 30, 0, 0, 0]","[50, 0, 0, 0]",4,0
65,66,HAMMER,Hammer_069,Jail Hammer II,A unique hammer design thatutilizes Thunderbug dischargesto shock and paralyze monsters.,20,1500,3,140,0,0,PARALYSE,17,NONE,0,"[0, 0, 0]",['Stamina Thief: 2'],"[70, 60, 60, 60, 0, 0, 0]","[50, 0, 0, 0]",4,0
66,67,HAMMER,Hammer_070,Jail Hammer III,A unique hammer design thatutilizes Thunderbug dischargesto shock and paralyze monsters.,21,4000,5,170,0,0,PARALYSE,20,NONE,0,"[2, 1, 0]",['Stamina Thief: 2'],"[70, 70, 70, 60, 30, 0, 0]","[50, 0, 0, 0]",4,0
67,68,HAMMER,Hammer_071,Jail Hammer IV,A unique hammer design thatutilizes Thunderbug dischargesto shock and paralyze monsters.,22,14000,7,200,0,0,PARALYSE,22,NONE,0,"[3, 2, 1]",['Stamina Thief: 3'],"[70, 70, 60, 60, 60, 30, 0]","[50, 0, 0, 0]",4,0
68,69,HAMMER,Hammer_072,Binder Mace,A masterfully upgraded Jail Hammerthat defies the usual construction.Paralyzes targets on the spot.,23,20000,8,220,0,0,PARALYSE,25,NONE,0,"[3, 3, 1]",['Stamina Thief: 3'],"[60, 60, 60, 60, 60, 50, 0]","[50, 0, 0, 0]",4,0
69,70,HAMMER,Hammer_073,Artian Hammer I,A weapon assembled fromunearthed fragments. No oneknows yet what the propulsionmechanism was for.,100,40,6,170,0,5,NONE,27,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 40, 0, 0]","[20, 30, 0, 0]",100002,0
70,71,HAMMER,Hammer_074,Artian Hammer II,A weapon assembled fromunearthed fragments. No oneknows yet what the propulsionmechanism was for.,101,100,7,180,0,5,NONE,27,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100002,0
71,72,HAMMER,Hammer_075,Moteurvankel,"An ancient weapon with latentpotential. Restored to full drive,it stands ready to smash everything.",102,200,8,190,0,5,NONE,32,NONE,0,"[3, 3, 3]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100002,0
72,5,HAMMER,Hammer_076,Esperanza Hammer,A fully field-tested Hope Hammer.Make your own hope—by crushinganything that gets in your way.,5,20000,8,210,0,0,NONE,0,NONE,0,"[3, 2, 1]","['Speed Sharpening: 2', 'Critical Eye: 2']","[50, 60, 70, 60, 40, 70, 0]","[50, 0, 0, 0]",2,0
73,19,HAMMER,Hammer_077,Shrouded Aghaturi,"An upgraded Chata Clobberer.When swung, it looks exactlylike a frog attempting to swallowits prey.",28,20000,8,230,15,0,NONE,0,NONE,0,"[3, 2, 1]","['Charge Up: 1', 'Stamina Thief: 3']","[60, 30, 100, 90, 70, 0, 0]","[10, 40, 0, 0]",1,0
74,64,HAMMER,Hammer_078,Exultant Bedivere,An upgraded Veldian Malleus. Theimpossibly strong knight who borethis could swing it with one hand.,33,20000,8,220,0,0,DRAGON,35,NONE,0,"[3, 2, 1]",['Focus: 3'],"[50, 50, 50, 70, 90, 40, 0]","[50, 0, 0, 0]",25,0
