,,,,,,,,,,,,,,,,,,,,,
1,Index,Type,Id,Name,Explain,SortId,Price,Rare,Attack,Defense,Critical,Attribute,AttributeValue,SubAttribute,SubAttributeValue,SlotLevel,SkillAndLevel,SharpnessValList,TakumiValList,ModelId,CustomModelId
19,18,LONG_SWORD,LongSword_026,Quematrice Espada IV,A Quematrice great sworddesigned to ignite with a simplesqueeze of the grip.,18,14000,7,210,0,5,FIRE,27,NONE,0,"[3, 2, 0]",['Punishing Draw: 3'],"[70, 80, 100, 80, 20, 0, 0]","[50, 0, 0, 0]",6,0
20,19,LONG_SWORD,LongSword_027,Firetrail Blaisdell,"An upgraded Quematrice Espada.Wreathed in hungry flame, itcan sear the atmosphere inone stroke.",19,20000,8,240,0,5,FIRE,30,NONE,0,"[3, 2, 1]",['Punishing Draw: 3'],"[60, 70, 100, 80, 40, 0, 0]","[50, 0, 0, 0]",7,0
21,11,LONG_SWORD,LongSword_036,Buster Sword I,A modified iron great swordthat's perfect for beginnersand widely admired for itshandling.,9,800,2,120,0,0,NONE,0,NONE,0,"[0, 0, 0]",['Critical Draw: 1'],"[50, 40, 90, 20, 0, 0, 0]","[50, 0, 0, 0]",10004,0
22,12,LONG_SWORD,LongSword_037,Buster Sword II,A modified iron great swordthat's perfect for beginnersand widely admired for itshandling.,10,2600,4,160,0,0,NONE,0,NONE,0,"[1, 0, 0]",['Critical Draw: 2'],"[50, 60, 90, 50, 0, 0, 0]","[50, 0, 0, 0]",10004,0
23,13,LONG_SWORD,LongSword_038,Buster Sword III,A modified iron great swordthat's perfect for beginnersand widely admired for itshandling.,11,10000,6,190,0,0,NONE,0,NONE,0,"[2, 1, 0]",['Critical Draw: 3'],"[50, 70, 90, 60, 30, 0, 0]","[50, 0, 0, 0]",10004,0
24,14,LONG_SWORD,LongSword_039,Ravager Blade,"A steel great sword with giant,extending talons. The talons arenormally stored inside the blade.",12,20000,8,220,0,0,NONE,0,NONE,0,"[3, 2, 1]",['Critical Draw: 3'],"[50, 60, 90, 70, 50, 30, 0]","[50, 0, 0, 0]",10006,0
25,37,LONG_SWORD,LongSword_044,Jin Dhavaar I,A Jin Dahaad great sword.The ice from its massive doubleedge is capable of freezing thevery air.,13,14000,7,190,0,0,ICE,55,NONE,0,"[3, 2, 0]",['Focus: 2'],"[40, 40, 50, 100, 100, 20, 0]","[50, 0, 0, 0]",19,0
26,38,LONG_SWORD,LongSword_045,Precipice Metallam,"An upgraded Jin Dhavaar.Massive like Jin Dahaad,it has the power to cleavemountains into cliffs.",14,20000,8,210,0,0,ICE,60,NONE,0,"[3, 2, 1]",['Focus: 3'],"[40, 40, 50, 80, 110, 30, 0]","[50, 0, 0, 0]",19,0
27,34,LONG_SWORD,LongSword_051,Albirath Wing I,"A Guardian Rathalos greatsword. Like a blazing fire,its wielder's spirit neverabates.",6,2600,4,160,0,15,FIRE,28,NONE,0,"[1, 0, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 100, 60, 40, 0, 0, 0]","[50, 0, 0, 0]",100000,0
28,35,LONG_SWORD,LongSword_052,Albirath Wing II,"A Guardian Rathalos greatsword. Like a blazing fire,its wielder's spirit neverabates.",7,10000,6,180,0,15,FIRE,34,NONE,0,"[2, 1, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 120, 50, 40, 40, 0, 0]","[20, 30, 0, 0]",100000,0
29,36,LONG_SWORD,LongSword_053,Whitefire Rathguard,An upgraded Albirath Wing.A regal soul rests within itsimmaculate flood of power.,8,20000,8,210,0,15,FIRE,40,NONE,0,"[3, 2, 1]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 150, 50, 40, 40, 20, 0]","[50, 0, 0, 0]",100000,0
30,56,LONG_SWORD,LongSword_059,Red Wing I,A great sword inspired bya Rathalos wing. Its incendiarymaterials turn every slash intoan arc of flame.,63,10000,6,180,0,10,FIRE,44,NONE,0,"[2, 1, 0]",['Critical Boost: 3'],"[100, 70, 50, 50, 30, 0, 0]","[50, 0, 0, 0]",8,0
31,57,LONG_SWORD,LongSword_060,Rathalos Firesword,"The Red Wing's upgraded form,an advanced model that turnsthe wake of every slash toscorched earth.",64,20000,8,200,0,10,FIRE,50,NONE,0,"[3, 2, 1]",['Critical Boost: 3'],"[100, 70, 50, 50, 50, 30, 0]","[50, 0, 0, 0]",8,0
32,24,LONG_SWORD,LongSword_064,Immane Blade I,Unique Nerscylla materials gaverise to this ingenious greatsword that defies the limitsof the forge.,33,1500,3,120,0,10,SLEEP,21,NONE,0,"[0, 0, 0]","['Offensive Guard: 1', 'Guard: 1']","[70, 70, 30, 80, 0, 0, 0]","[50, 0, 0, 0]",10,0
33,25,LONG_SWORD,LongSword_065,Immane Blade II,Unique Nerscylla materials gaverise to this ingenious greatsword that defies the limitsof the forge.,34,5000,5,150,0,15,SLEEP,31,NONE,0,"[2, 1, 0]","['Offensive Guard: 1', 'Guard: 1']","[70, 70, 30, 100, 30, 0, 0]","[50, 0, 0, 0]",10,0
34,26,LONG_SWORD,LongSword_066,Immane Blade III,Unique Nerscylla materials gaverise to this ingenious greatsword that defies the limitsof the forge.,35,14000,7,180,0,15,SLEEP,37,NONE,0,"[3, 2, 0]","['Offensive Guard: 2', 'Guard: 1']","[70, 70, 30, 90, 60, 30, 0]","[50, 0, 0, 0]",10,0
35,27,LONG_SWORD,LongSword_067,Immolator Blade,"The Immane Blade's upgradedform, a hulk of devastationwith a keen edge that sundersprey in twain.",36,20000,8,200,0,15,SLEEP,40,NONE,0,"[3, 2, 1]","['Offensive Guard: 2', 'Guard: 1']","[70, 70, 30, 60, 40, 80, 0]","[50, 0, 0, 0]",10,0
36,58,LONG_SWORD,LongSword_072,Schattenstolz I,"A jet-black Gore Magala greatsword. Its eye places targetsin thrall, then condemns themto death eternal.",65,14000,7,180,0,20,DRAGON,37,NONE,0,"[3, 2, 1]",['Critical Element: 2'],"[50, 70, 80, 70, 60, 20, 0]","[50, 0, 0, 0]",9,0
37,59,LONG_SWORD,LongSword_073,Düsterstolz,An upgraded Schattenstolz.Each accursed slash beckonsforth more demons to therevels.,66,20000,8,210,0,20,DRAGON,40,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[50, 50, 80, 60, 60, 50, 0]","[50, 0, 0, 0]",9,0
38,6,LONG_SWORD,LongSword_077,Bone Blade I,A great sword crafted frommonster bone and designed todo as much devastation to preyas possible.,25,500,1,110,0,0,NONE,0,NONE,0,"[0, 0, 0]",['Focus: 1'],"[50, 100, 50, 0, 0, 0, 0]","[40, 10, 0, 0]",10002,0
39,7,LONG_SWORD,LongSword_078,Bone Blade II,A great sword crafted frommonster bone and designed todo as much devastation to preyas possible.,26,800,2,130,0,0,NONE,0,NONE,0,"[0, 0, 0]","['Focus: 1', 'Attack Boost: 1']","[50, 70, 80, 0, 0, 0, 0]","[20, 30, 0, 0]",10002,0
40,8,LONG_SWORD,LongSword_079,Bone Blade III,A great sword crafted frommonster bone and designed todo as much devastation to preyas possible.,27,2600,4,170,0,0,NONE,0,NONE,0,"[1, 0, 0]","['Focus: 2', 'Attack Boost: 1']","[50, 90, 100, 10, 0, 0, 0]","[50, 0, 0, 0]",10002,0
41,9,LONG_SWORD,LongSword_080,Bone Blade IV,A great sword crafted frommonster bone and designed todo as much devastation to preyas possible.,28,10000,6,200,0,0,NONE,0,NONE,0,"[2, 1, 0]","['Focus: 3', 'Attack Boost: 1']","[50, 80, 90, 80, 0, 0, 0]","[50, 0, 0, 0]",10002,0
42,10,LONG_SWORD,LongSword_081,Bone Slasher,"This upgraded Bone Blade maynot be as sharp as iron, but ithas no problems slicing up prey.",29,20000,8,230,0,0,NONE,0,NONE,0,"[3, 2, 1]","['Focus: 3', 'Attack Boost: 1']","[50, 80, 80, 60, 80, 0, 0]","[50, 0, 0, 0]",10002,0
43,28,LONG_SWORD,LongSword_085,Nu Krake I,A Nu Udra great sword thatdooms the craven as soon asthey enter the shadow of itsfalling blade.,30,2600,4,170,0,-15,FIRE,27,NONE,0,"[1, 0, 0]","['Protective Polish: 2', 'Speed Sharpening: 1']","[100, 20, 100, 30, 0, 0, 0]","[50, 0, 0, 0]",11,0
44,29,LONG_SWORD,LongSword_086,Nu Krake II,A Nu Udra great sword thatdooms the craven as soon asthey enter the shadow of itsfalling blade.,31,14000,7,210,0,-15,FIRE,37,NONE,0,"[3, 2, 0]","['Protective Polish: 2', 'Speed Sharpening: 2']","[100, 20, 120, 70, 40, 0, 0]","[50, 0, 0, 0]",11,0
45,30,LONG_SWORD,LongSword_087,Abaddonian Krake,An upgraded Nu Krake. Take itand descend now into hell toclaim total power over lifeand death.,32,20000,8,230,0,-15,FIRE,40,NONE,0,"[3, 2, 1]","['Protective Polish: 3', 'Speed Sharpening: 2']","[100, 20, 120, 50, 50, 10, 0]","[50, 0, 0, 0]",11,0
46,48,LONG_SWORD,LongSword_093,Slaughter I,A great sword laced with athousand poisons. The mereaccount of how a tyrant kingused it is akin to brutality.,57,4000,5,180,0,0,POISON,41,NONE,0,"[2, 1, 0]","['Critical Draw: 1', 'Punishing Draw: 1']","[90, 50, 120, 40, 0, 0, 0]","[50, 0, 0, 0]",13,0
47,49,LONG_SWORD,LongSword_094,Slaughter II,A great sword laced with athousand poisons. The mereaccount of how a tyrant kingused it is akin to brutality.,58,10000,6,200,0,0,POISON,44,NONE,0,"[2, 1, 0]","['Critical Draw: 2', 'Punishing Draw: 1']","[90, 50, 80, 70, 10, 0, 0]","[50, 0, 0, 0]",13,0
48,50,LONG_SWORD,LongSword_095,Poison King,"The Slaughter's upgraded form,a concept so horrific thatcreating one was verboten...until now.",59,20000,8,230,0,0,POISON,50,NONE,0,"[3, 2, 1]","['Critical Draw: 2', 'Punishing Draw: 2']","[90, 50, 110, 70, 30, 0, 0]","[50, 0, 0, 0]",13,0
49,20,LONG_SWORD,LongSword_098,Dosha Fellslayer I,A Doshaguma great sword witha thick blade capable of readilysundering most any obstruction.,40,800,2,140,20,-10,NONE,0,NONE,0,"[0, 0, 0]",['Punishing Draw: 1'],"[50, 90, 60, 0, 0, 0, 0]","[20, 30, 0, 0]",1,0
50,21,LONG_SWORD,LongSword_099,Dosha Fellslayer II,A Doshaguma great sword witha thick blade capable of readilysundering most any obstruction.,41,2600,4,180,20,-10,NONE,0,NONE,0,"[1, 0, 0]",['Punishing Draw: 2'],"[70, 90, 80, 10, 0, 0, 0]","[50, 0, 0, 0]",1,0
51,22,LONG_SWORD,LongSword_100,Dosha Fellslayer III,A Doshaguma great sword witha thick blade capable of readilysundering most any obstruction.,42,10000,6,210,20,-10,NONE,0,NONE,0,"[2, 1, 0]",['Punishing Draw: 3'],"[50, 100, 140, 50, 10, 0, 0]","[50, 0, 0, 0]",1,0
52,31,LONG_SWORD,LongSword_107,Dosha Grimslayer I,"A Guardian Doshaguma greatsword. To its defiers it showsno mercy, forcefully returningthem to nature.",49,2600,4,180,0,-20,NONE,0,NONE,0,"[1, 1, 0]",['Focus: 1'],"[50, 70, 120, 10, 0, 0, 0]","[50, 0, 0, 0]",100001,0
53,32,LONG_SWORD,LongSword_108,Dosha Grimslayer II,"A Guardian Doshaguma greatsword. To its defiers it showsno mercy, forcefully returningthem to nature.",50,10000,6,220,0,-20,NONE,0,NONE,0,"[2, 1, 1]",['Focus: 2'],"[50, 110, 110, 30, 0, 0, 0]","[50, 0, 0, 0]",100001,0
54,33,LONG_SWORD,LongSword_109,Grimslayer Urgeom,An upgraded Dosha Grimslayer.Its destructive impulsestransform wielders into violenceincarnate.,51,20000,8,250,0,-20,NONE,0,NONE,0,"[3, 3, 1]",['Focus: 2'],"[50, 70, 100, 100, 30, 0, 0]","[20, 30, 0, 0]",100001,0
55,54,LONG_SWORD,LongSword_115,Smiting Fulgur I,A Guardian Fulgur Anjanath greatsword. Only one able to tame itsbrutality through reason canwield it.,55,10000,6,180,0,15,ELEC,44,NONE,0,"[2, 1, 0]",['Critical Element: 2'],"[40, 100, 130, 30, 0, 0, 0]","[10, 40, 0, 0]",100002,0
56,55,LONG_SWORD,LongSword_116,Fulgurcleaver Guardiana,An upgraded Smiting Fulgur.Its savage urges thwart reasonand will destroy an overeagerwielder.,56,20000,8,210,0,15,ELEC,50,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[40, 90, 120, 70, 30, 0, 0]","[0, 50, 0, 0]",100002,0
57,42,LONG_SWORD,LongSword_120,G. Veldian Gladius I,A great sword made from Guardianspoils. A wondrous poweremanating from the gripabolishes fear.,44,2600,4,170,0,-10,DRAGON,20,NONE,0,"[1, 1, 0]",['Focus: 2'],"[100, 50, 90, 10, 0, 0, 0]","[50, 0, 0, 0]",17,0
58,43,LONG_SWORD,LongSword_121,G. Veldian Gladius II,A great sword made from Guardianspoils. A wondrous poweremanating from the gripabolishes fear.,45,10000,6,210,0,-10,DRAGON,26,NONE,0,"[2, 2, 0]",['Focus: 2'],"[100, 80, 90, 30, 0, 0, 0]","[20, 30, 0, 0]",17,0
59,44,LONG_SWORD,LongSword_122,G. Stalwart Lamorak,An upgraded G. Veldian Gladius.It will enthrall naive wieldersto a swath of destruction.,46,20000,8,240,0,-10,DRAGON,30,NONE,0,"[3, 3, 1]",['Focus: 2'],"[100, 90, 50, 80, 30, 0, 0]","[20, 30, 0, 0]",17,0
60,60,LONG_SWORD,LongSword_128,Veldian Gladius I,An Arkveld great sword. Well-known are the valiant feats ofits gifted knight-wielder.,47,14000,7,200,0,0,DRAGON,47,NONE,0,"[3, 2, 0]",['Focus: 3'],"[50, 50, 50, 120, 70, 10, 0]","[50, 0, 0, 0]",24,0
61,62,LONG_SWORD,LongSword_141,Frozen Speartuna I,"A Speartuna, frozen solid.Proof of one's status as amaster angler, but it alsodoubles as a great sword.",67,2600,4,150,0,0,ICE,50,NONE,0,"[0, 0, 0]",['Punishing Draw: 3'],"[50, 90, 90, 20, 0, 0, 0]","[50, 0, 0, 0]",27,0
62,63,LONG_SWORD,LongSword_142,Frozen Speartuna II,"A Speartuna, frozen solid.Proof of one's status as amaster angler, but it alsodoubles as a great sword.",68,10000,6,180,0,0,ICE,60,NONE,0,"[2, 0, 0]","['Punishing Draw: 3', 'Slugger: 1']","[50, 90, 110, 50, 0, 0, 0]","[50, 0, 0, 0]",27,0
63,64,LONG_SWORD,LongSword_143,Freezer Speartuna,"Call this not a Frozen Speartuna,for this is a Freezer Speartuna—a tuna arisen to its destiny!",69,20000,8,220,0,0,ICE,70,NONE,0,"[3, 2, 0]","['Punishing Draw: 3', 'Slugger: 2']","[50, 50, 90, 110, 50, 0, 0]","[50, 0, 0, 0]",27,0
64,65,LONG_SWORD,LongSword_144,Paretic Blade I,A great sword with a strikingblack coating on the blade thathelps it absorb and retainparalytic agents.,20,500,1,90,0,0,PARALYSE,25,NONE,0,"[0, 0, 0]",['Speed Sharpening: 1'],"[50, 70, 80, 0, 0, 0, 0]","[50, 0, 0, 0]",23,0
65,66,LONG_SWORD,LongSword_145,Paretic Blade II,A great sword with a strikingblack coating on the blade thathelps it absorb and retainparalytic agents.,21,1500,3,120,0,0,PARALYSE,31,NONE,0,"[0, 0, 0]",['Speed Sharpening: 2'],"[60, 80, 100, 10, 0, 0, 0]","[50, 0, 0, 0]",23,0
66,67,LONG_SWORD,LongSword_146,Paretic Blade III,A great sword with a strikingblack coating on the blade thathelps it absorb and retainparalytic agents.,22,4000,5,150,0,0,PARALYSE,41,NONE,0,"[2, 1, 1]",['Speed Sharpening: 2'],"[70, 80, 100, 50, 0, 0, 0]","[50, 0, 0, 0]",23,0
67,68,LONG_SWORD,LongSword_147,Paretic Blade IV,A great sword with a strikingblack coating on the blade thathelps it absorb and retainparalytic agents.,23,14000,7,180,0,0,PARALYSE,47,NONE,0,"[3, 2, 1]",['Speed Sharpening: 2'],"[50, 60, 80, 100, 10, 0, 0]","[20, 30, 0, 0]",23,0
68,69,LONG_SWORD,LongSword_148,Destructive Torpor,"An upgraded Paretic Blade.True to the black rose'smessage, it seeps witheternal, paralyzing hatred.",24,20000,8,200,0,0,PARALYSE,50,NONE,0,"[3, 3, 1]",['Speed Sharpening: 2'],"[50, 60, 100, 110, 30, 0, 0]","[0, 50, 0, 0]",23,0
69,72,LONG_SWORD,LongSword_149,Artian Blade I,"A weapon assembled fromunearthed fragments. Long ago,these would morph based onthe force applied.",100,40,6,170,0,5,NONE,30,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 40, 0, 0]","[20, 30, 0, 0]",100003,0
70,73,LONG_SWORD,LongSword_150,Artian Blade II,"A weapon assembled fromunearthed fragments. Long ago,these would morph based onthe force applied.",101,100,7,180,0,5,NONE,30,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100003,0
71,74,LONG_SWORD,LongSword_151,Varianza,"An ancient weapon with latentpotential, which this completedform demonstrates to the fullest.",102,200,8,190,0,5,NONE,45,NONE,0,"[3, 3, 3]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100003,0
72,5,LONG_SWORD,LongSword_155,Esperanza Blade,"A fully field-tested Hope Blade.With a single, mighty swing,cleave your way to a brighterfuture.",5,20000,8,210,0,0,NONE,0,NONE,0,"[3, 2, 1]","['Speed Sharpening: 2', 'Critical Eye: 2']","[50, 60, 80, 60, 40, 60, 0]","[50, 0, 0, 0]",4,0
73,23,LONG_SWORD,LongSword_159,Fellslayer Dangeom,"An upgraded Dosha Fellslayer.All who lay eyes on it trembleas it devours the weak, despairand all.",43,20000,8,240,20,-10,NONE,0,NONE,0,"[3, 2, 1]",['Punishing Draw: 3'],"[50, 100, 130, 50, 20, 0, 0]","[10, 40, 0, 0]",3,0
74,61,LONG_SWORD,LongSword_160,Stalwart Lamorak,"An upgraded Veldian Gladius.A mirror of its valiant wielder,it is the picture of fury whencharged.",48,20000,8,220,0,0,DRAGON,50,NONE,0,"[3, 2, 1]",['Focus: 3'],"[50, 50, 50, 90, 80, 30, 0]","[50, 0, 0, 0]",24,0
75,70,LONG_SWORD,LongSword_164,Jawblade I,A great sword of traditionalbone. Named as such becauseit resembles a carnivore'stoothy maw.,70,10000,6,200,0,0,NONE,0,NONE,0,"[2, 1, 0]","['Focus: 2', 'Protective Polish: 2']","[50, 90, 110, 50, 0, 0, 0]","[40, 10, 0, 0]",0,0
76,71,LONG_SWORD,LongSword_165,Giant Jawblade,"The Jawblade's upgradedform is still powerful, butnow it's much sharper too.",71,20000,8,240,0,0,NONE,0,NONE,0,"[3, 2, 1]","['Focus: 2', 'Protective Polish: 2']","[50, 100, 120, 50, 30, 0, 0]","[40, 10, 0, 0]",0,0
