,,,,,,,,,,,,,,,,,,,,,
1,Index,Type,Id,Name,Explain,SortId,Price,Rare,Attack,Defense,Critical,Attribute,AttributeValue,SubAttribute,SubAttributeValue,SlotLevel,SkillAndLevel,SharpnessValList,TakumiValList,ModelId,CustomModelId
20,19,TWIN_SWORD,TwinSword_018,Firetrail Magnesiae,"Upgraded Quematrice Silexes.Unquellable fire bursts from eachflurry of blows, immolating prey.",25,20000,8,240,0,5,FIRE,15,NONE,0,"[3, 2, 1]",['Focus: 3'],"[60, 70, 60, 80, 80, 0, 0]","[50, 0, 0, 0]",4,0
21,20,TWIN_SWORD,TwinSword_019,Barina Faucilles I,"Lala Barina dual blades that, liketheir namesake, deftly paralyzeprey and divest it of life.",53,500,1,100,0,10,PARALYSE,6,NONE,0,"[0, 0, 0]",['Critical Draw: 1'],"[50, 30, 40, 80, 0, 0, 0]","[50, 0, 0, 0]",5,0
22,21,TWIN_SWORD,TwinSword_020,Barina Faucilles II,"Lala Barina dual blades that, liketheir namesake, deftly paralyzeprey and divest it of life.",54,1500,3,120,0,10,PARALYSE,8,NONE,0,"[0, 0, 0]","['Critical Draw: 1', 'Critical Status: 1']","[70, 30, 30, 120, 0, 0, 0]","[50, 0, 0, 0]",5,0
23,22,TWIN_SWORD,TwinSword_021,Barina Faucilles III,"Lala Barina dual blades that, liketheir namesake, deftly paralyzeprey and divest it of life.",55,4000,5,150,0,15,PARALYSE,11,NONE,0,"[2, 1, 0]","['Critical Draw: 1', 'Critical Status: 1']","[70, 30, 30, 100, 70, 0, 0]","[50, 0, 0, 0]",5,0
24,23,TWIN_SWORD,TwinSword_022,Barina Faucilles IV,"Lala Barina dual blades that, liketheir namesake, deftly paralyzeprey and divest it of life.",56,14000,7,180,0,15,PARALYSE,13,NONE,0,"[3, 2, 0]","['Critical Draw: 2', 'Critical Status: 1']","[70, 30, 30, 90, 60, 70, 0]","[50, 0, 0, 0]",5,0
25,24,TWIN_SWORD,TwinSword_023,Lala Harpactirs,"Upgraded Barina Faucilles with evensharper edges—a brutal, beautiful,entrancing duet of scarlet.",57,20000,8,200,0,15,PARALYSE,15,NONE,0,"[3, 2, 1]","['Critical Draw: 2', 'Critical Status: 1']","[70, 30, 30, 60, 40, 120, 0]","[50, 0, 0, 0]",6,0
26,25,TWIN_SWORD,TwinSword_024,Pink Maracas I,Congalala dual blades. These areheavy enough for centrifugal forceto carry home their mighty blows.,35,800,2,120,0,5,NONE,0,NONE,0,"[0, 0, 0]","['Punishing Draw: 1', 'Critical Draw: 1']","[50, 50, 50, 50, 0, 0, 0]","[50, 0, 0, 0]",7,0
27,26,TWIN_SWORD,TwinSword_025,Pink Maracas II,Congalala dual blades. These areheavy enough for centrifugal forceto carry home their mighty blows.,36,4000,5,170,0,5,NONE,0,NONE,0,"[2, 1, 0]","['Punishing Draw: 2', 'Critical Draw: 1']","[70, 70, 60, 60, 40, 0, 0]","[50, 0, 0, 0]",7,0
28,27,TWIN_SWORD,TwinSword_026,Funky Maracas,The Pink Maracas' enhanced form.Extra weight and centrifugal forcemean that these shakers can quake.,37,20000,8,220,0,5,NONE,0,NONE,0,"[3, 3, 1]","['Punishing Draw: 3', 'Critical Draw: 2']","[60, 60, 60, 60, 50, 60, 0]","[50, 0, 0, 0]",7,0
29,28,TWIN_SWORD,TwinSword_027,Dosha Fastflayers I,"Doshaguma dual blades that revel inbeing savagely wielded, dealingeven more devastating blows.",41,800,2,140,20,-5,NONE,0,NONE,0,"[0, 0, 0]",['Power Prolonger: 1'],"[10, 90, 100, 0, 0, 0, 0]","[20, 30, 0, 0]",8,0
30,29,TWIN_SWORD,TwinSword_028,Dosha Fastflayers II,"Doshaguma dual blades that revel inbeing savagely wielded, dealingeven more devastating blows.",42,2600,4,180,20,-5,NONE,0,NONE,0,"[1, 0, 0]",['Power Prolonger: 2'],"[30, 90, 80, 50, 0, 0, 0]","[50, 0, 0, 0]",8,0
31,30,TWIN_SWORD,TwinSword_029,Dosha Fastflayers III,"Doshaguma dual blades that revel inbeing savagely wielded, dealingeven more devastating blows.",43,10000,6,210,20,-5,NONE,0,NONE,0,"[2, 2, 0]",['Power Prolonger: 2'],"[50, 70, 80, 60, 40, 0, 0]","[50, 0, 0, 0]",8,0
32,32,TWIN_SWORD,TwinSword_030,Uth Ngarpatu I,Uth Duna dual blades marked withpatterns that evoke an awe forand devotion to nature's greatness.,31,2000,3,160,0,-15,WATER,10,NONE,0,"[0, 0, 0]",['Power Prolonger: 2'],"[50, 70, 80, 50, 0, 0, 0]","[50, 0, 0, 0]",10,0
33,33,TWIN_SWORD,TwinSword_031,Uth Ngarpatu II,Uth Duna dual blades marked withpatterns that evoke an awe forand devotion to nature's greatness.,32,4000,5,190,0,-15,WATER,14,NONE,0,"[2, 1, 0]",['Power Prolonger: 2'],"[60, 70, 100, 70, 0, 0, 0]","[50, 0, 0, 0]",10,0
34,34,TWIN_SWORD,TwinSword_032,Uth Ngarpatu III,Uth Duna dual blades marked withpatterns that evoke an awe forand devotion to nature's greatness.,33,14000,7,220,0,-15,WATER,17,NONE,0,"[3, 2, 0]",['Power Prolonger: 3'],"[60, 70, 120, 60, 40, 0, 0]","[50, 0, 0, 0]",10,0
35,35,TWIN_SWORD,TwinSword_033,Ngarpatu-of-the-Waves,Upgraded Uth Ngarpatu. The weightof every life birthed by the forestacross time rests in your two hands.,34,20000,8,240,0,-15,WATER,20,NONE,0,"[3, 2, 1]",['Power Prolonger: 3'],"[60, 60, 100, 60, 70, 0, 0]","[10, 40, 0, 0]",10,0
36,36,TWIN_SWORD,TwinSword_034,Ajara Twin Edges I,"Ajarakan dual blades that transferheat with each awful gash,ultimately triggering an explosion.",38,1500,3,130,0,10,BLAST,9,NONE,0,"[0, 0, 0]",['Power Prolonger: 2'],"[50, 50, 70, 80, 0, 0, 0]","[50, 0, 0, 0]",13,0
37,37,TWIN_SWORD,TwinSword_035,Ajara Twin Edges II,"Ajarakan dual blades that transferheat with each awful gash,ultimately triggering an explosion.",39,10000,6,180,0,10,BLAST,12,NONE,0,"[2, 1, 0]",['Power Prolonger: 3'],"[50, 50, 90, 40, 70, 0, 0]","[50, 0, 0, 0]",13,0
38,38,TWIN_SWORD,TwinSword_036,Ajara-Panthaka,"Ajara Twin Edges by their truename. Apoplectic, demonic,they punish all who stand intheir path.",40,20000,8,210,0,10,BLAST,15,NONE,0,"[3, 2, 1]",['Power Prolonger: 3'],"[50, 50, 50, 90, 40, 70, 0]","[50, 0, 0, 0]",13,0
39,39,TWIN_SWORD,TwinSword_037,Dosha Guardflayers I,"Guardian Doshaguma dual blades.To its defiers it shows no mercy,ferally returning them to nature.",50,2600,4,180,0,-15,NONE,0,NONE,0,"[1, 0, 0]",['Focus: 2'],"[10, 70, 120, 50, 0, 0, 0]","[50, 0, 0, 0]",100002,0
40,40,TWIN_SWORD,TwinSword_038,Dosha Guardflayers II,"Guardian Doshaguma dual blades.To its defiers it shows no mercy,ferally returning them to nature.",51,10000,6,220,0,-15,NONE,0,NONE,0,"[2, 2, 0]",['Focus: 2'],"[40, 80, 110, 70, 0, 0, 0]","[50, 0, 0, 0]",100002,0
41,41,TWIN_SWORD,TwinSword_039,Guardflayers Urbastra,Upgraded Dosha Guardflayers.Their destructive impulses transformwielders into violence incarnate.,52,20000,8,250,0,-15,NONE,0,NONE,0,"[3, 3, 1]",['Focus: 2'],"[30, 60, 100, 90, 70, 0, 0]","[10, 40, 0, 0]",100002,0
42,42,TWIN_SWORD,TwinSword_040,Twin Albiraths I,"Guardian Rathalos dual blades.Like a blazing fire, theirwielder's spirit never abates.",6,2600,4,160,0,15,FIRE,9,NONE,0,"[1, 0, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 90, 50, 60, 0, 0, 0]","[50, 0, 0, 0]",100000,0
43,43,TWIN_SWORD,TwinSword_041,Twin Albiraths II,"Guardian Rathalos dual blades.Like a blazing fire, theirwielder's spirit never abates.",7,10000,6,180,0,15,FIRE,12,NONE,0,"[2, 1, 0]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 100, 50, 40, 60, 0, 0]","[20, 30, 0, 0]",100000,0
44,44,TWIN_SWORD,TwinSword_042,Wyvern Sentinels,Upgraded Twin Albiraths.A regal soul rests within itsimmaculate flood of power.,8,20000,8,210,0,15,FIRE,15,NONE,0,"[3, 2, 1]","[""Master's Touch: 1"", 'Critical Element: 1']","[50, 130, 50, 50, 40, 30, 0]","[50, 0, 0, 0]",100000,0
45,45,TWIN_SWORD,TwinSword_043,Jin Dhakoo I,"Jin Dahaad dual blades. Cold intemperature and temperament alike,they leave wounds that never heal.",16,14000,7,190,0,0,ICE,27,NONE,0,"[3, 2, 0]",['Focus: 3'],"[40, 40, 20, 100, 110, 40, 0]","[50, 0, 0, 0]",23,0
46,46,TWIN_SWORD,TwinSword_044,Precipice Ulokiem,An upgraded Jin Dhakoo. Expertcraftsmanship in the rows of bladesevokes an eternal river of ice.,17,20000,8,210,0,0,ICE,30,NONE,0,"[3, 2, 1]",['Focus: 3'],"[40, 40, 10, 80, 120, 60, 0]","[50, 0, 0, 0]",23,0
47,47,TWIN_SWORD,TwinSword_047,Chthonian Kusarigamas I,"Guardian Ebony Odogaron dualblade. Beholden to their ownbeastly cravings, their thirst forblood never wanes.",18,2600,4,140,0,10,DRAGON,14,NONE,0,"[1, 0, 0]",['Power Prolonger: 2'],"[50, 50, 60, 90, 0, 0, 0]","[50, 0, 0, 0]",100001,0
48,48,TWIN_SWORD,TwinSword_048,Chthonian Kusarigamas II,"Guardian Ebony Odogaron dualblade. Beholden to their ownbeastly cravings, their thirst forblood never wanes.",19,10000,6,170,0,10,DRAGON,17,NONE,0,"[2, 1, 0]",['Power Prolonger: 3'],"[50, 50, 50, 80, 70, 0, 0]","[50, 0, 0, 0]",100001,0
49,49,TWIN_SWORD,TwinSword_049,Bequeathed Oblivion,"Upgraded Chthonian Kusarigamas.Despite chewing free of its cycle ofhunger, the beast remains unsated.",20,20000,8,210,0,10,DRAGON,20,NONE,0,"[3, 2, 1]",['Power Prolonger: 3'],"[50, 50, 60, 80, 100, 60, 0]","[0, 0, 0, 0]",100001,0
50,50,TWIN_SWORD,TwinSword_050,G. Veldian Harpes I,Dual blades made from Guardianspoils. They galvanize the bodywith a sense of unrivaled power.,45,2600,4,170,0,-10,DRAGON,9,NONE,0,"[1, 1, 0]",['Focus: 2'],"[100, 10, 90, 50, 0, 0, 0]","[50, 0, 0, 0]",21,0
51,51,TWIN_SWORD,TwinSword_051,G. Veldian Harpes II,Dual blades made from Guardianspoils. They galvanize the bodywith a sense of unrivaled power.,46,10000,6,210,0,-10,DRAGON,12,NONE,0,"[2, 2, 0]",['Focus: 2'],"[100, 40, 90, 70, 0, 0, 0]","[10, 40, 0, 0]",21,0
52,52,TWIN_SWORD,TwinSword_052,G. Inspired Ywain,"An upgraded G. Veldian Harpes.So long as there is breath to howl,so too will these blades dance.",47,20000,8,240,0,-10,DRAGON,15,NONE,0,"[3, 3, 1]",['Focus: 2'],"[100, 50, 50, 80, 70, 0, 0]","[10, 40, 0, 0]",21,0
53,53,TWIN_SWORD,TwinSword_055,Kut-Ku Pair I,"These darling Yian Kut-Ku dualblades look like two cute widdleears! Well, maybe not THAT little...",58,4000,5,180,0,0,FIRE,18,NONE,0,"[2, 1, 0]",['Power Prolonger: 2'],"[90, 90, 50, 70, 0, 0, 0]","[20, 30, 0, 0]",15,0
54,54,TWIN_SWORD,TwinSword_056,Kut-Ku Pair II,"These darling Yian Kut-Ku dualblades look like two cute widdleears! Well, maybe not THAT little...",59,14000,7,210,0,0,FIRE,22,NONE,0,"[3, 2, 0]",['Power Prolonger: 3'],"[100, 100, 30, 70, 50, 0, 0]","[20, 30, 0, 0]",15,0
55,55,TWIN_SWORD,TwinSword_057,Dual Kut-Ku,The Kut-Ku Pair's upgraded form.Let's just say those cute widdleears aren't messing around anymore.,60,20000,8,220,0,0,FIRE,25,NONE,0,"[3, 2, 1]",['Power Prolonger: 3'],"[100, 110, 20, 60, 60, 0, 0]","[10, 40, 0, 0]",15,0
56,56,TWIN_SWORD,TwinSword_058,Dual Battleaxes I,"A poison sword & shield designrepurposed into dual blades. Nottoo original, but plenty effective.",65,4000,5,180,0,0,POISON,14,NONE,0,"[2, 1, 0]",['Power Prolonger: 2'],"[90, 40, 90, 80, 0, 0, 0]","[50, 0, 0, 0]",16,0
57,57,TWIN_SWORD,TwinSword_059,Dual Battleaxes II,"A poison sword & shield designrepurposed into dual blades. Nottoo original, but plenty effective.",66,10000,6,200,0,0,POISON,17,NONE,0,"[2, 1, 0]",['Power Prolonger: 3'],"[90, 50, 60, 50, 50, 0, 0]","[50, 0, 0, 0]",16,0
58,58,TWIN_SWORD,TwinSword_060,Final Battleaxes,An upgrade for the DualBattleaxes that enhances toxicitywith a blade treatment invisibleto the naked eye.,67,20000,8,230,0,0,POISON,20,NONE,0,"[3, 2, 1]",['Power Prolonger: 3'],"[90, 50, 90, 50, 70, 0, 0]","[50, 0, 0, 0]",16,0
59,59,TWIN_SWORD,TwinSword_061,Whirling Fulgur I,Guardian Fulgur Anjanath dualblades. Only one able to tametheir brutality through reasoncan wield it.,68,10000,6,180,0,15,ELEC,16,NONE,0,"[2, 1, 0]",['Critical Element: 3'],"[40, 100, 90, 70, 0, 0, 0]","[10, 40, 0, 0]",100003,0
60,60,TWIN_SWORD,TwinSword_062,Fulgurtwins Guardiana,An upgraded Whirling Fulgur.Its savage urges thwart reason and will destroy an overeager wielder.,69,20000,8,210,0,15,ELEC,20,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[40, 90, 120, 30, 70, 0, 0]","[0, 50, 0, 0]",100003,0
61,61,TWIN_SWORD,TwinSword_063,Blango Sai I,"Three-pronged swords as coldas the Blangonga's icy clime, andgood for more than just slashesand thrusts.",70,10000,6,200,0,-10,ICE,11,NONE,0,"[2, 1, 0]",['Power Prolonger: 3'],"[50, 30, 80, 80, 60, 0, 0]","[50, 0, 0, 0]",19,0
62,62,TWIN_SWORD,TwinSword_064,Blango Trishula,"Upgraded Blango Sai, akin to theones a simian god used to lead hisforces against a demonic horde.",71,20000,8,230,0,-10,ICE,15,NONE,0,"[3, 2, 1]",['Power Prolonger: 3'],"[50, 30, 80, 80, 50, 60, 0]","[50, 0, 0, 0]",19,0
63,63,TWIN_SWORD,TwinSword_065,Gravios Warmakers I,Dual blades that feature the sameblast properties as a Gravios.The trick is to rip as you slice.,72,10000,6,210,30,-15,BLAST,17,NONE,0,"[2, 1, 0]",['Focus: 3'],"[80, 70, 80, 70, 0, 0, 0]","[30, 20, 0, 0]",18,0
64,64,TWIN_SWORD,TwinSword_066,Gravios Conquerors,Upgraded Gravios Warmakers. Thesturdy serrated blade was carefullycrafted to take chunks out of prey.,73,20000,8,240,30,-15,BLAST,20,NONE,0,"[3, 2, 1]",['Focus: 3'],"[70, 70, 70, 70, 70, 0, 0]","[50, 0, 0, 0]",18,0
65,65,TWIN_SWORD,TwinSword_069,Twin Flames I,"In these dual blades resides theincendiary power of the fire wyvernclan, packing punch into each blow.",61,10000,6,180,0,10,FIRE,16,NONE,0,"[2, 1, 0]",['Critical Boost: 3'],"[100, 70, 30, 30, 70, 0, 0]","[50, 0, 0, 0]",11,0
66,66,TWIN_SWORD,TwinSword_070,Wyvern Lovers,Upgraded Twin Flames.The champion over wyvern firewho wields them will set theworld ablaze.,62,20000,8,200,0,10,FIRE,20,NONE,0,"[3, 2, 1]",['Critical Boost: 3'],"[100, 70, 50, 40, 30, 60, 0]","[50, 0, 0, 0]",11,0
67,67,TWIN_SWORD,TwinSword_071,Fledderklauen I,"Gore Magala dual blades thatherald catastrophe, theirhorrible stare a promise ofunspeakable death.",63,14000,7,180,0,20,DRAGON,12,NONE,0,"[3, 2, 0]",['Critical Element: 3'],"[50, 70, 80, 50, 40, 60, 0]","[50, 0, 0, 0]",12,0
68,68,TWIN_SWORD,TwinSword_072,Hungerklauen,"An upgraded Fledderklauen.Their eyes are awash with despair,a vision of the world's ghastly end.",64,20000,8,200,0,20,DRAGON,15,NONE,0,"[3, 2, 1]",['Critical Element: 3'],"[50, 50, 80, 40, 40, 90, 0]","[50, 0, 0, 0]",12,0
69,69,TWIN_SWORD,TwinSword_073,Veldian Harpes I,"Arkveld dual blades. Long ago, theycould be seen dancing in the handsof a lionhearted warrior-knight.",48,14000,7,200,0,0,DRAGON,16,NONE,0,"[3, 2, 0]",['Focus: 3'],"[50, 50, 50, 80, 70, 50, 0]","[50, 0, 0, 0]",26,0
70,71,TWIN_SWORD,TwinSword_074,Guild Knight Sabers I,Swords issued to elite guildknights for special assignments.Their sharpness defies mortal make.,9,2600,4,130,0,10,WATER,14,NONE,0,"[1, 0, 0]",['Focus: 2'],"[50, 50, 50, 70, 30, 0, 0]","[50, 0, 0, 0]",2,0
71,72,TWIN_SWORD,TwinSword_075,Guild Knight Sabers II,Swords issued to elite guildknights for special assignments.Their sharpness defies mortal make.,10,10000,6,160,0,10,WATER,17,NONE,0,"[3, 2, 0]",['Focus: 3'],"[50, 50, 50, 60, 90, 0, 0]","[50, 0, 0, 0]",2,0
72,73,TWIN_SWORD,TwinSword_076,Master Sabers,"Upgraded Guild Knight Sabers,weapons so sacrosanct that theyrequire royal permission to wield.",11,20000,8,200,0,10,WATER,20,NONE,0,"[3, 2, 1]",['Focus: 3'],"[50, 50, 50, 80, 50, 70, 0]","[50, 0, 0, 0]",2,0
73,5,TWIN_SWORD,TwinSword_077,Esperanza Daggers,"Fully field-tested Hope Daggers.To realize one's hopes, one must beprepared to sacrifice all defenses.",5,20000,8,210,0,0,NONE,0,NONE,0,"[3, 2, 1]","['Speed Sharpening: 2', 'Critical Eye: 2']","[50, 60, 40, 60, 40, 100, 0]","[50, 0, 0, 0]",28,0
74,74,TWIN_SWORD,TwinSword_078,Artian Edges I,"A weapon assembled fromunearthed fragments. While theblades are separate, the intentwas a single chakram.",100,40,6,170,0,5,NONE,22,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 40, 0, 0]","[20, 30, 0, 0]",100004,0
75,75,TWIN_SWORD,TwinSword_079,Artian Edges II,"A weapon assembled fromunearthed fragments. While theblades are separate, the intentwas a single chakram.",101,100,7,180,0,5,NONE,22,NONE,0,"[2, 2, 2]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100004,0
76,76,TWIN_SWORD,TwinSword_080,Tiltkreise,"An ancient weapon with latentpotential. Restored to a chakram,these blades will raze the land.",102,200,8,190,0,5,NONE,25,NONE,0,"[3, 3, 3]",[],"[80, 40, 60, 80, 70, 20, 0]","[50, 0, 0, 0]",100004,0
77,31,TWIN_SWORD,TwinSword_081,Fastflayers Jambastra,Dosha Fastflayers with a taste forblood—an urgent hunger that mayone day turn them on their wielder.,44,20000,8,240,20,-5,NONE,0,NONE,0,"[3, 3, 1]",['Power Prolonger: 2'],"[50, 100, 90, 50, 60, 0, 0]","[0, 50, 0, 0]",9,0
78,70,TWIN_SWORD,TwinSword_082,Inspired Ywain,"Upgraded Veldian Harpes. When thedemon in their wielder's soul wakes,they seem to change form in reply.",49,20000,8,220,0,0,DRAGON,20,NONE,0,"[3, 2, 1]",['Focus: 3'],"[50, 50, 50, 70, 60, 70, 0]","[50, 0, 0, 0]",26,0
